Timestamp,UNIX,Apparent (VA),Active (W),dryer,kettle,vacuum,water_heater,oven,fridge,washing_machine,aircond
2022-11-09 10:00:06,1667959206,124.56,80.56,15.14,0.0,0.0,0.0,0.0,65.42,0.0,0.0
2022-11-09 10:00:07,1667959207,124.5,80.39,14.78,0.0,0.0,0.0,0.0,65.61,0.0,0.0
2022-11-09 10:00:08,1667959208,124.51,80.31,14.77,0.0,0.0,0.0,0.0,65.54,0.0,0.0
2022-11-09 10:00:09,1667959209,125.06,80.98,15.02,0.0,0.0,0.0,0.0,65.96,0.0,0.0
2022-11-09 10:00:10,1667959210,124.88,80.96,15.45,0.0,0.0,0.0,0.0,65.51,0.0,0.0
2022-11-09 10:00:11,1667959211,123.35,79.59,15.52,0.0,0.0,0.0,0.0,64.07,0.0,0.0
2022-11-09 10:00:12,1667959212,124.62,80.23,15.03,0.0,0.0,0.0,0.0,65.2,0.0,0.0
2022-11-09 10:00:13,1667959213,124.95,80.59,14.87,0.0,0.0,0.0,0.0,65.72,0.0,0.0
2022-11-09 10:00:14,1667959214,124.33,79.89,15.0,0.0,0.0,0.0,0.0,64.89,0.0,0.0
2022-11-09 10:00:15,1667959215,124.83,80.54,15.16,0.0,0.0,0.0,0.0,65.38,0.0,0.0
2022-11-09 10:00:16,1667959216,124.5,80.05,14.94,0.0,0.0,0.0,0.0,65.11,0.0,0.0
2022-11-09 10:00:17,1667959217,123.97,79.88,15.16,0.0,0.0,0.0,0.0,64.72,0.0,0.0
2022-11-09 10:00:18,1667959218,125.05,80.42,14.89,0.0,0.0,0.0,0.0,65.53,0.0,0.0
2022-11-09 10:00:19,1667959219,123.81,79.71,15.16,0.0,0.0,0.0,0.0,64.55,0.0,0.0
2022-11-09 10:00:20,1667959220,125.22,80.59,14.86,0.0,0.0,0.0,0.0,65.73,0.0,0.0
2022-11-09 10:00:21,1667959221,125.98,81.06,14.86,0.0,0.0,0.0,0.0,66.2,0.0,0.0
2022-11-09 10:00:22,1667959222,125.36,81.07,15.29,0.0,0.0,0.0,0.0,65.78,0.0,0.0
2022-11-09 10:00:23,1667959223,125.74,81.01,14.8,0.0,0.0,0.0,0.0,66.21,0.0,0.0
2022-11-09 10:00:24,1667959224,125.98,81.02,15.15,0.0,0.0,0.0,0.0,65.87,0.0,0.0
2022-11-09 10:00:25,1667959225,387.45,340.45,275.34,0.0,0.0,0.0,0.0,65.11,0.0,0.0
