Timestamp,UNIX,Apparent (VA),Active (W),fridge,aircond,washing_machine,dryer,kettle,vacuum,water_heater,oven
2022-11-08 10:39:23,1667875163,23.97,13.5,0.0,0.0,11.07,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:24,1667875164,23.72,13.2,0.0,0.0,11.32,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:25,1667875165,23.55,13.0,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:26,1667875166,24.05,13.35,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:27,1667875167,23.69,13.22,0.0,0.0,11.23,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:28,1667875168,23.87,13.27,0.0,0.0,11.39,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:29,1667875169,23.98,13.35,0.0,0.0,11.22,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:30,1667875170,23.91,13.21,0.0,0.0,11.36,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:31,1667875171,24.07,13.32,0.0,0.0,11.33,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:32,1667875172,24.05,13.58,0.0,0.0,11.41,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:33,1667875173,69.21,57.78,0.0,0.0,57.21,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:34,1667875174,32.18,21.26,0.0,0.0,19.99,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:35,1667875175,33.02,21.97,0.0,0.0,20.55,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:36,1667875176,32.66,21.75,0.0,0.0,20.98,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:37,1667875177,32.84,21.81,0.0,0.0,20.39,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:38,1667875178,32.59,21.43,0.0,0.0,19.55,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:39,1667875179,32.35,21.14,0.0,0.0,19.24,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:40,1667875180,32.36,21.15,0.0,0.0,19.4,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:41,1667875181,32.05,21.0,0.0,0.0,19.66,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:42,1667875182,32.18,20.85,0.0,0.0,19.53,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:43,1667875183,32.15,20.81,0.0,0.0,19.67,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:44,1667875184,31.99,20.64,0.0,0.0,19.26,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:45,1667875185,32.16,20.72,0.0,0.0,19.39,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:46,1667875186,32.22,20.99,0.0,0.0,19.57,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:47,1667875187,32.09,20.98,0.0,0.0,19.38,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:48,1667875188,32.22,20.98,0.0,0.0,19.51,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:49,1667875189,32.01,20.6,0.0,0.0,19.26,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:50,1667875190,32.27,20.86,0.0,0.0,19.22,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:51,1667875191,32.29,20.82,0.0,0.0,19.27,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:52,1667875192,32.03,20.55,0.0,0.0,19.01,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:53,1667875193,32.35,20.95,0.0,0.0,19.18,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:54,1667875194,47.25,34.25,0.0,0.0,32.84,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:55,1667875195,64.5,48.0,0.0,0.0,47.21,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:56,1667875196,34.36,22.85,0.0,0.0,21.21,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:57,1667875197,68.08,50.78,0.0,0.0,50.12,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:58,1667875198,32.24,20.79,0.0,0.0,19.23,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:39:59,1667875199,72.84,54.85,0.0,0.0,54.4,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:00,1667875200,32.31,21.0,0.0,0.0,19.28,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:01,1667875201,68.01,51.1,0.0,0.0,50.31,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:02,1667875202,31.8,21.09,0.0,0.0,20.61,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:03,1667875203,30.11,19.96,0.0,0.0,20.48,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:04,1667875204,29.94,19.8,0.0,0.0,20.54,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:05,1667875205,29.97,19.9,0.0,0.0,20.75,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:06,1667875206,29.82,19.88,0.0,0.0,20.74,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:07,1667875207,29.89,19.9,0.0,0.0,20.51,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:08,1667875208,30.12,20.08,0.0,0.0,20.65,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:09,1667875209,30.05,19.91,0.0,0.0,20.17,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:10,1667875210,29.94,19.75,0.0,0.0,20.31,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:11,1667875211,30.06,20.02,0.0,0.0,20.35,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:12,1667875212,29.92,19.94,0.0,0.0,20.25,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:13,1667875213,29.89,19.78,0.0,0.0,20.37,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:14,1667875214,29.93,19.87,0.0,0.0,20.32,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:15,1667875215,29.88,19.78,0.0,0.0,20.19,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:16,1667875216,29.97,19.99,0.0,0.0,20.24,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:17,1667875217,30.17,20.18,0.0,0.0,20.68,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:18,1667875218,30.26,20.3,0.0,0.0,20.51,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:19,1667875219,30.58,20.35,0.0,0.0,20.53,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:20,1667875220,30.03,19.89,0.0,0.0,20.34,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:21,1667875221,30.55,20.34,0.0,0.0,20.56,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:22,1667875222,30.13,20.07,0.0,0.0,20.58,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:23,1667875223,30.2,19.94,0.0,0.0,20.76,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:24,1667875224,30.06,19.86,0.0,0.0,20.62,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:25,1667875225,30.32,20.09,0.0,0.0,20.66,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:26,1667875226,30.4,20.17,0.0,0.0,20.42,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:27,1667875227,29.94,19.73,0.0,0.0,20.52,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:28,1667875228,30.16,20.07,0.0,0.0,20.58,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:29,1667875229,30.24,20.22,0.0,0.0,20.65,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:30,1667875230,30.32,20.14,0.0,0.0,20.68,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:31,1667875231,30.17,20.01,0.0,0.0,20.56,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:32,1667875232,30.3,19.95,0.0,0.0,20.55,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:33,1667875233,30.57,20.41,0.0,0.0,20.23,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:34,1667875234,30.81,20.68,0.0,0.0,20.33,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:35,1667875235,30.89,20.62,0.0,0.0,20.34,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:36,1667875236,30.63,20.38,0.0,0.0,20.29,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:37,1667875237,30.94,20.59,0.0,0.0,20.19,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:38,1667875238,30.82,20.47,0.0,0.0,20.24,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:39,1667875239,30.96,20.63,0.0,0.0,20.36,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:40,1667875240,30.8,20.59,0.0,0.0,20.31,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:41,1667875241,31.0,20.69,0.0,0.0,20.49,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:42,1667875242,30.91,20.63,0.0,0.0,20.15,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:43,1667875243,30.84,20.69,0.0,0.0,20.16,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:44,1667875244,30.62,20.41,0.0,0.0,20.32,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:45,1667875245,30.87,20.74,0.0,0.0,20.48,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:46,1667875246,30.69,20.45,0.0,0.0,20.27,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:47,1667875247,30.83,20.71,0.0,0.0,20.29,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:48,1667875248,30.62,20.31,0.0,0.0,20.59,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:49,1667875249,30.45,20.11,0.0,0.0,20.54,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:50,1667875250,30.38,20.22,0.0,0.0,20.83,0.0,0.0,0.0,0.0,0.0
2022-11-08 10:40:51,1667875251,30.24,19.99,0.0,0.0,20.63,0.0,0.0,0.0,0.0,0.0
