Timestamp,Active (W),Apparent (VA)
2022-11-07 17:28:46,3781.32,3836.43
2022-11-07 17:28:47,3777.9500000000003,3832.4399999999996
2022-11-07 17:28:48,3777.1499999999996,3832.04
2022-11-07 17:28:49,3775.69,3828.34
2022-11-07 17:28:50,3777.0,3830.68
2022-11-07 17:28:51,3778.88,3832.59
2022-11-07 17:28:52,3783.27,3836.49
2022-11-07 17:28:53,3783.5099999999998,3837.91
2022-11-07 17:28:54,3780.35,3833.54
2022-11-07 17:28:55,3788.08,3849.2
2022-11-07 17:28:56,3782.0099999999998,3840.9900000000002
2022-11-07 17:28:57,3783.02,3842.05
2022-11-07 17:28:58,3861.87,3930.77
2022-11-07 17:28:59,3872.21,3945.52
2022-11-07 17:29:00,3798.89,3860.68
2022-11-07 17:29:01,3796.98,3857.3199999999997
2022-11-07 17:29:02,3796.4300000000003,3855.73
2022-11-07 17:29:03,3801.0899999999997,3861.14
2022-11-07 17:29:04,3795.31,3855.02
2022-11-07 17:29:05,3791.55,3851.92
2022-11-07 17:29:06,3791.62,3851.08
2022-11-07 17:29:07,3790.07,3850.4700000000003
2022-11-07 17:29:08,3789.71,3848.86
2022-11-07 17:29:09,3792.94,3851.6
2022-11-07 17:29:10,3786.3500000000004,3845.0099999999998
2022-11-07 17:29:11,3790.47,3847.0099999999998
2022-11-07 17:29:12,3797.95,3856.58
2022-11-07 17:29:13,3806.14,3865.8500000000004
2022-11-07 17:29:14,3798.59,3859.0899999999997
2022-11-07 17:29:15,3798.44,3858.25
2022-11-07 17:29:16,3794.9100000000003,3853.19
2022-11-07 17:29:17,3800.36,3860.78
2022-11-07 17:29:18,3801.67,3863.14
2022-11-07 17:29:19,3803.68,3865.46
2022-11-07 17:29:20,3808.7400000000002,3872.19
2022-11-07 17:29:21,3811.57,3873.57
2022-11-07 17:29:22,3814.4300000000003,3878.11
2022-11-07 17:29:23,3802.89,3863.21
2022-11-07 17:29:24,3799.53,3860.45
2022-11-07 17:29:25,3795.89,3854.69
2022-11-07 17:29:26,3790.66,3848.07
2022-11-07 17:29:27,3795.0,3854.12
2022-11-07 17:29:28,3796.48,3856.31
2022-11-07 17:29:29,3800.2,3860.48
2022-11-07 17:29:30,3804.68,3866.8599999999997
2022-11-07 17:29:31,3803.38,3866.07
2022-11-07 17:29:32,3800.81,3867.12
2022-11-07 17:29:33,3805.4900000000002,3872.1
2022-11-07 17:29:34,3796.09,3861.5
2022-11-07 17:29:35,3799.51,3864.21
