Timestamp,Apparent (VA),Active (W)
2022-11-08 14:19:01,269.18,150.08
2022-11-08 14:19:02,269.51,149.56
2022-11-08 14:19:03,270.18,150.53
2022-11-08 14:19:04,270.24,150.29
2022-11-08 14:19:05,270.42,149.97
2022-11-08 14:19:06,270.6,150.55
2022-11-08 14:19:07,272.1,150.85
2022-11-08 14:19:08,270.99,150.43
2022-11-08 14:19:09,270.67,150.5
2022-11-08 14:19:10,271.2,150.34
2022-11-08 14:19:11,275.02,150.0
2022-11-08 14:19:12,273.67,149.55
2022-11-08 14:19:13,273.61,150.36
2022-11-08 14:19:14,274.52,150.47
2022-11-08 14:19:15,274.88,150.87
2022-11-08 14:19:16,274.8,150.43
2022-11-08 14:19:17,274.1,150.0
2022-11-08 14:19:18,273.93,150.11
2022-11-08 14:19:19,273.24,149.96
2022-11-08 14:19:20,272.23,149.16
2022-11-08 14:19:21,273.35,150.2
2022-11-08 14:19:22,273.57,150.25
2022-11-08 14:19:23,268.6,150.39
2022-11-08 14:19:24,267.98,149.17
2022-11-08 14:19:25,268.36,150.14
2022-11-08 14:19:26,269.47,150.36
2022-11-08 14:19:27,268.41,149.66
2022-11-08 14:19:28,268.23,149.01
2022-11-08 14:19:29,268.82,149.67
2022-11-08 14:19:30,270.29,150.28
2022-11-08 14:19:31,270.4,150.52
2022-11-08 14:19:32,270.14,150.23
2022-11-08 14:19:33,269.18,150.4
2022-11-08 14:19:34,270.11,150.36
2022-11-08 14:19:35,268.68,149.97
2022-11-08 14:19:36,268.94,149.42
2022-11-08 14:19:37,268.64,149.47
2022-11-08 14:19:38,270.68,150.1
2022-11-08 14:19:39,270.23,150.33
2022-11-08 14:19:40,271.32,150.36
2022-11-08 14:19:41,269.51,149.69
2022-11-08 14:19:42,269.8,150.05
2022-11-08 14:19:43,270.77,150.69
2022-11-08 14:19:44,270.44,150.31
2022-11-08 14:19:45,269.91,148.93
2022-11-08 14:19:46,270.73,150.43
2022-11-08 14:19:47,270.81,150.56
2022-11-08 14:19:48,271.2,150.48
2022-11-08 14:19:49,271.13,150.39
2022-11-08 14:19:50,270.87,149.75
2022-11-08 14:19:51,271.17,150.71
2022-11-08 14:19:52,272.39,150.76
2022-11-08 14:19:53,269.96,149.88
2022-11-08 14:19:54,269.12,149.04
2022-11-08 14:19:55,269.75,150.16
2022-11-08 14:19:56,271.19,150.63
2022-11-08 14:19:57,270.23,150.17
2022-11-08 14:19:58,270.34,149.89
2022-11-08 14:19:59,270.4,150.31
2022-11-08 14:20:00,271.24,150.35
2022-11-08 14:20:01,272.9,154.75
2022-11-08 14:20:02,278.18,161.44
2022-11-08 14:20:03,277.73,160.55
2022-11-08 14:20:04,278.9,160.85
2022-11-08 14:20:05,278.22,161.13
2022-11-08 14:20:06,278.02,160.9
2022-11-08 14:20:07,277.92,161.17
2022-11-08 14:20:08,278.56,161.13
2022-11-08 14:20:09,274.11,156.12
2022-11-08 14:20:10,269.26,148.82
2022-11-08 14:20:11,269.99,149.37
2022-11-08 14:20:12,270.21,150.91
2022-11-08 14:20:13,269.0,149.98
2022-11-08 14:20:14,267.9,150.06
