Timestamp,Active (W),Apparent (VA)
2022-11-08 12:15:19,6698.92,6873.12
2022-11-08 12:15:20,6693.07,6864.77
2022-11-08 12:15:21,6695.4,6869.54
2022-11-08 12:15:22,6697.85,6869.860000000001
2022-11-08 12:15:23,6699.85,6873.12
2022-11-08 12:15:24,6706.58,6879.67
2022-11-08 12:15:25,6705.75,6877.62
2022-11-08 12:15:26,6699.52,6872.96
2022-11-08 12:15:27,6701.29,6872.65
2022-11-08 12:15:28,6697.57,6869.799999999999
2022-11-08 12:15:29,6696.8,6867.98
2022-11-08 12:15:30,6703.68,6876.610000000001
2022-11-08 12:15:31,6703.889999999999,6874.38
2022-11-08 12:15:32,6705.32,6878.76
2022-11-08 12:15:33,6707.66,6879.54
2022-11-08 12:15:34,6704.110000000001,6876.42
2022-11-08 12:15:35,6701.82,6874.9
2022-11-08 12:15:36,6708.21,6881.8099999999995
2022-11-08 12:15:37,6704.24,6876.92
2022-11-08 12:15:38,6703.55,6876.84
2022-11-08 12:15:39,6702.16,6875.82
2022-11-08 12:15:40,6703.15,6875.6
2022-11-08 12:15:41,6696.719999999999,6870.549999999999
2022-11-08 12:15:42,6698.59,6872.29
2022-11-08 12:15:43,6693.97,6866.57
2022-11-08 12:15:44,6694.39,6868.73
2022-11-08 12:15:45,6696.17,6871.02
2022-11-08 12:15:46,6696.73,6871.01
2022-11-08 12:15:47,6704.85,6879.04
2022-11-08 12:15:48,6710.88,6886.08
2022-11-08 12:15:49,6709.28,6882.16
2022-11-08 12:15:50,6702.67,6878.73
2022-11-08 12:15:51,6703.9,6878.08
2022-11-08 12:15:52,6698.52,6873.33
2022-11-08 12:15:53,6698.63,6873.4
2022-11-08 12:15:54,6705.4,6881.79
2022-11-08 12:15:55,6712.95,6888.110000000001
2022-11-08 12:15:56,6714.97,6890.92
2022-11-08 12:15:57,6740.04,6920.15
2022-11-08 12:15:58,6745.87,6926.91
2022-11-08 12:15:59,6735.54,6917.57
2022-11-08 12:16:00,6741.67,6923.27
2022-11-08 12:16:01,6737.6900000000005,6920.33
2022-11-08 12:16:02,6734.76,6915.78
2022-11-08 12:16:03,6735.51,6920.33
2022-11-08 12:16:04,6737.27,6917.610000000001
2022-11-08 12:16:05,6716.57,6895.64
2022-11-08 12:16:06,6709.17,6883.96
2022-11-08 12:16:07,6705.57,6880.66
2022-11-08 12:16:08,6697.45,6873.05
2022-11-08 12:16:09,6701.99,6879.02
2022-11-08 12:16:10,6698.860000000001,6874.57
2022-11-08 12:16:11,6700.219999999999,6876.5
2022-11-08 12:16:12,6701.52,6879.3
2022-11-08 12:16:13,6704.200000000001,6880.8
2022-11-08 12:16:14,6693.34,6870.75
2022-11-08 12:16:15,6698.629999999999,6875.6
2022-11-08 12:16:16,6697.01,6873.47
2022-11-08 12:16:17,6693.15,6869.92
2022-11-08 12:16:18,6701.12,6877.79
2022-11-08 12:16:19,6707.5,6883.85
2022-11-08 12:16:20,6712.02,6888.75
2022-11-08 12:16:21,6721.5,6899.049999999999
2022-11-08 12:16:22,6714.530000000001,6889.13
2022-11-08 12:16:23,6710.48,6887.67
2022-11-08 12:16:24,6708.12,6882.41
2022-11-08 12:16:25,6704.09,6879.700000000001
2022-11-08 12:16:26,6699.03,6873.21
2022-11-08 12:16:27,6698.639999999999,6875.91
2022-11-08 12:16:28,6696.15,6870.66
2022-11-08 12:16:29,6697.77,6873.74
2022-11-08 12:16:30,6701.85,6876.879999999999
2022-11-08 12:16:31,6704.41,6879.969999999999
2022-11-08 12:16:32,6697.63,6873.92
2022-11-08 12:16:33,6700.389999999999,6875.84
2022-11-08 12:16:34,6703.35,6879.17
2022-11-08 12:16:35,6709.21,6883.91
2022-11-08 12:16:36,6712.09,6890.0
2022-11-08 12:16:37,6718.97,6894.6900000000005
2022-11-08 12:16:38,6711.82,6890.84
2022-11-08 12:16:39,6717.5599999999995,6893.98
2022-11-08 12:16:40,6712.52,6890.51
2022-11-08 12:16:41,6706.02,6882.83
2022-11-08 12:16:42,6713.15,6891.51
2022-11-08 12:16:43,6707.51,6883.1900000000005
2022-11-08 12:16:44,6711.530000000001,6888.75
2022-11-08 12:16:45,6768.54,6946.38
2022-11-08 12:16:46,6735.57,6911.82
2022-11-08 12:16:47,6747.04,6923.55
2022-11-08 12:16:48,6780.67,6958.74
2022-11-08 12:16:49,6745.55,6921.9
2022-11-08 12:16:50,6742.07,6918.1900000000005
2022-11-08 12:16:51,6778.28,6957.32
2022-11-08 12:16:52,6762.5599999999995,6939.78
2022-11-08 12:16:53,6723.64,6900.27
2022-11-08 12:16:54,6774.85,6952.02
2022-11-08 12:16:55,6762.33,6939.51
2022-11-08 12:16:56,6732.0,6907.25
2022-11-08 12:16:57,6777.2,6955.62
2022-11-08 12:16:58,6774.280000000001,6951.26
2022-11-08 12:16:59,6733.4,6910.0599999999995
2022-11-08 12:17:00,6767.110000000001,6943.969999999999
2022-11-08 12:17:01,6789.84,6967.01
2022-11-08 12:17:02,6743.049999999999,6918.6900000000005
2022-11-08 12:17:03,6768.73,6946.51
2022-11-08 12:17:04,6783.42,6961.0599999999995
2022-11-08 12:17:05,6739.2,6915.6900000000005
2022-11-08 12:17:06,6741.889999999999,6919.3
2022-11-08 12:17:07,6779.620000000001,6957.65
2022-11-08 12:17:08,6757.35,6935.49
2022-11-08 12:17:09,6743.68,6922.0
2022-11-08 12:17:10,6794.450000000001,6974.0
2022-11-08 12:17:11,6779.92,6957.41
2022-11-08 12:17:12,6762.08,6947.54
2022-11-08 12:17:13,6807.34,6992.21
2022-11-08 12:17:14,6786.16,6971.1
2022-11-08 12:17:15,6753.16,6936.08
2022-11-08 12:17:16,6788.75,6974.91
2022-11-08 12:17:17,6799.3099999999995,6983.37
2022-11-08 12:17:18,6750.709999999999,6935.18
2022-11-08 12:17:19,6780.77,6964.13
2022-11-08 12:17:20,6783.280000000001,6964.45
2022-11-08 12:17:21,6730.52,6908.22
2022-11-08 12:17:22,6746.57,6925.4400000000005
2022-11-08 12:17:23,6772.74,6951.8099999999995
2022-11-08 12:17:24,6755.01,6933.799999999999
2022-11-08 12:17:25,6733.51,6911.51
2022-11-08 12:17:26,6785.27,6963.42
2022-11-08 12:17:27,6759.08,6939.139999999999
2022-11-08 12:17:28,6721.62,6899.68
2022-11-08 12:17:29,6763.84,6943.76
2022-11-08 12:17:30,6752.879999999999,6931.700000000001
2022-11-08 12:17:31,6723.13,6903.68
2022-11-08 12:17:32,6765.75,6942.91
2022-11-08 12:17:33,6780.27,6959.57
2022-11-08 12:17:34,6733.4,6911.13
2022-11-08 12:17:35,6766.110000000001,6943.57
2022-11-08 12:17:36,6780.1900000000005,6958.86
2022-11-08 12:17:37,6741.74,6919.719999999999
2022-11-08 12:17:38,6754.55,6932.8099999999995
2022-11-08 12:17:39,6783.8099999999995,6962.74
2022-11-08 12:17:40,6758.46,6936.71
2022-11-08 12:17:41,6742.7,6918.74
2022-11-08 12:17:42,6781.4,6960.85
2022-11-08 12:17:43,6756.91,6933.1
2022-11-08 12:17:44,6721.48,6898.55
2022-11-08 12:17:45,6769.129999999999,6946.5599999999995
2022-11-08 12:17:46,6762.629999999999,6942.9
2022-11-08 12:17:47,6730.57,6906.9
2022-11-08 12:17:48,6771.969999999999,6950.09
2022-11-08 12:17:49,6773.13,6951.07
2022-11-08 12:17:50,6730.09,6906.88
2022-11-08 12:17:51,6749.16,6926.32
2022-11-08 12:17:52,6776.05,6953.49
2022-11-08 12:17:53,6726.1,6902.85
2022-11-08 12:17:54,6749.25,6926.31
2022-11-08 12:17:55,6779.719999999999,6956.88
2022-11-08 12:17:56,6750.58,6926.7
2022-11-08 12:17:57,6742.02,6919.620000000001
2022-11-08 12:17:58,6780.46,6958.61
2022-11-08 12:17:59,6753.8,6931.73
2022-11-08 12:18:00,6730.02,6906.21
2022-11-08 12:18:01,6777.110000000001,6956.02
2022-11-08 12:18:02,6765.54,6941.05
2022-11-08 12:18:03,6733.68,6910.51
2022-11-08 12:18:04,6776.120000000001,6952.41
2022-11-08 12:18:05,6780.110000000001,6957.860000000001
2022-11-08 12:18:06,6729.28,6905.610000000001
2022-11-08 12:18:07,6764.32,6942.77
2022-11-08 12:18:08,6776.200000000001,6953.17
2022-11-08 12:18:09,6736.139999999999,6913.27
2022-11-08 12:18:10,6740.15,6917.51
2022-11-08 12:18:11,6771.01,6947.82
2022-11-08 12:18:12,6733.8,6909.33
2022-11-08 12:18:13,6743.93,6920.01
2022-11-08 12:18:14,6780.09,6956.0
2022-11-08 12:18:15,6757.59,6933.33
2022-11-08 12:18:16,6719.45,6895.139999999999
2022-11-08 12:18:17,6776.54,6952.95
2022-11-08 12:18:18,6752.48,6927.1
2022-11-08 12:18:19,6720.71,6896.299999999999
2022-11-08 12:18:20,6766.15,6941.47
2022-11-08 12:18:21,6760.030000000001,6934.64
2022-11-08 12:18:22,6722.07,6897.28
2022-11-08 12:18:23,6760.84,6936.370000000001
2022-11-08 12:18:24,6772.8099999999995,6947.63
2022-11-08 12:18:25,6736.139999999999,6909.54
2022-11-08 12:18:26,6760.91,6936.41
2022-11-08 12:18:27,6794.86,6970.54
2022-11-08 12:18:28,6773.18,6954.2
2022-11-08 12:18:29,6786.5599999999995,6966.0599999999995
2022-11-08 12:18:30,6811.44,6993.07
2022-11-08 12:18:31,6781.66,6960.48
2022-11-08 12:18:32,6762.129999999999,6943.0599999999995
2022-11-08 12:18:33,6803.48,6982.91
2022-11-08 12:18:34,6786.29,6966.0
2022-11-08 12:18:35,6768.0,6947.29
2022-11-08 12:18:36,6806.15,6983.13
2022-11-08 12:18:37,6793.05,6967.29
2022-11-08 12:18:38,6751.780000000001,6928.459999999999
2022-11-08 12:18:39,6791.0,6967.1900000000005
2022-11-08 12:18:40,6788.52,6964.95
2022-11-08 12:18:41,6741.9,6916.47
2022-11-08 12:18:42,6766.13,6943.030000000001
2022-11-08 12:18:43,6793.82,6967.9400000000005
2022-11-08 12:18:44,6747.280000000001,6923.26
2022-11-08 12:18:45,6761.3099999999995,6935.68
2022-11-08 12:18:46,6772.44,6949.29
2022-11-08 12:18:47,6772.780000000001,6948.360000000001
2022-11-08 12:18:48,6757.4,6935.4
2022-11-08 12:18:49,6766.65,6942.77
2022-11-08 12:18:50,6784.77,6960.05
2022-11-08 12:18:51,6794.98,6968.66
2022-11-08 12:18:52,6800.01,6974.55
2022-11-08 12:18:53,6768.879999999999,6942.49
2022-11-08 12:18:54,6757.969999999999,6933.0
2022-11-08 12:18:55,6781.85,6957.04
2022-11-08 12:18:56,6787.82,6962.49
2022-11-08 12:18:57,6792.59,6968.99
2022-11-08 12:18:58,6764.76,6938.16
2022-11-08 12:18:59,6770.57,6945.5599999999995
2022-11-08 12:19:00,6782.52,6958.15
2022-11-08 12:19:01,6783.07,6960.63
2022-11-08 12:19:02,6781.32,6957.110000000001
2022-11-08 12:19:03,6751.91,6927.46
2022-11-08 12:19:04,6750.15,6926.62
2022-11-08 12:19:05,6779.969999999999,6956.85
2022-11-08 12:19:06,6774.43,6948.57
2022-11-08 12:19:07,6777.16,6954.03
2022-11-08 12:19:08,6750.93,6925.18
2022-11-08 12:19:09,6749.96,6924.96
2022-11-08 12:19:10,6770.15,6945.219999999999
2022-11-08 12:19:11,6776.280000000001,6953.01
2022-11-08 12:19:12,6779.719999999999,6954.389999999999
2022-11-08 12:19:13,6749.93,6926.1
2022-11-08 12:19:14,6753.33,6928.42
2022-11-08 12:19:15,6768.25,6945.51
2022-11-08 12:19:16,6759.37,6934.67
2022-11-08 12:19:17,6752.43,6929.469999999999
2022-11-08 12:19:18,6760.71,6936.4
2022-11-08 12:19:19,6758.32,6934.71
2022-11-08 12:19:20,6764.9400000000005,6941.74
2022-11-08 12:19:21,6767.799999999999,6944.16
2022-11-08 12:19:22,6761.57,6935.01
2022-11-08 12:19:23,6755.11,6931.23
2022-11-08 12:19:24,6759.3099999999995,6936.55
2022-11-08 12:19:25,6755.969999999999,6933.21
2022-11-08 12:19:26,6750.64,6925.99
2022-11-08 12:19:27,6757.700000000001,6933.450000000001
2022-11-08 12:19:28,6746.98,6919.5599999999995
2022-11-08 12:19:29,6739.4,6914.26
2022-11-08 12:19:30,6741.9400000000005,6914.42
2022-11-08 12:19:31,6741.76,6915.73
2022-11-08 12:19:32,6739.66,6915.02
2022-11-08 12:19:33,6750.280000000001,6926.93
2022-11-08 12:19:34,6751.88,6925.17
2022-11-08 12:19:35,6753.389999999999,6928.860000000001
2022-11-08 12:19:36,6755.01,6929.610000000001
2022-11-08 12:19:37,6744.1,6918.450000000001
2022-11-08 12:19:38,6740.99,6914.7
2022-11-08 12:19:39,6737.53,6912.129999999999
2022-11-08 12:19:40,6737.25,6910.98
2022-11-08 12:19:41,6738.71,6911.950000000001
2022-11-08 12:19:42,6750.469999999999,6925.72
2022-11-08 12:19:43,6771.0,6951.04
2022-11-08 12:19:44,6760.9,6941.34
2022-11-08 12:19:45,6721.33,6901.09
2022-11-08 12:19:46,6720.09,6898.41
2022-11-08 12:19:47,6723.280000000001,6901.83
2022-11-08 12:19:48,6722.36,6900.9
2022-11-08 12:19:49,6728.6900000000005,6906.049999999999
2022-11-08 12:19:50,6722.67,6900.27
2022-11-08 12:19:51,6703.93,6876.59
2022-11-08 12:19:52,6697.219999999999,6869.4
2022-11-08 12:19:53,6698.64,6869.8
2022-11-08 12:19:54,6700.73,6873.35
2022-11-08 12:19:55,6709.61,6880.110000000001
2022-11-08 12:19:56,6711.5599999999995,6883.37
2022-11-08 12:19:57,6716.360000000001,6888.01
2022-11-08 12:19:58,6711.43,6883.68
2022-11-08 12:19:59,6708.07,6879.8
2022-11-08 12:20:00,6700.99,6876.139999999999
2022-11-08 12:20:01,6704.21,6876.950000000001
2022-11-08 12:20:02,6700.12,6872.3099999999995
2022-11-08 12:20:03,6705.4400000000005,6877.0
2022-11-08 12:20:04,6708.99,6881.09
2022-11-08 12:20:05,6697.67,6868.77
2022-11-08 12:20:06,6694.9400000000005,6868.200000000001
2022-11-08 12:20:07,6691.57,6862.99
2022-11-08 12:20:08,6693.4,6866.5
2022-11-08 12:20:09,6691.25,6864.46
2022-11-08 12:20:10,6707.639999999999,6882.37
2022-11-08 12:20:11,6702.1900000000005,6874.97
2022-11-08 12:20:12,6699.16,6873.969999999999
2022-11-08 12:20:13,6690.02,6863.22
2022-11-08 12:20:14,6685.78,6859.540000000001
2022-11-08 12:20:15,6681.83,6855.29
2022-11-08 12:20:16,6685.9,6860.61
2022-11-08 12:20:17,6691.82,6863.5599999999995
2022-11-08 12:20:18,6698.6900000000005,6873.1900000000005
2022-11-08 12:20:19,6701.450000000001,6874.09
2022-11-08 12:20:20,6702.47,6875.54
2022-11-08 12:20:21,6692.63,6866.54
2022-11-08 12:20:22,6697.08,6871.52
2022-11-08 12:20:23,6695.54,6868.48
2022-11-08 12:20:24,6694.68,6868.73
2022-11-08 12:20:25,8057.93,8269.23
2022-11-08 12:20:26,8866.06,9030.18
2022-11-08 12:20:27,8656.81,8818.84
2022-11-08 12:20:28,8642.28,8804.83
2022-11-08 12:20:29,8636.11,8797.029999999999
2022-11-08 12:20:30,8641.7,8803.46
2022-11-08 12:20:31,8642.77,8803.62
2022-11-08 12:20:32,8656.16,8817.69
2022-11-08 12:20:33,8653.93,8813.9
2022-11-08 12:20:34,8645.85,8808.32
2022-11-08 12:20:35,8639.470000000001,8800.220000000001
2022-11-08 12:20:36,8633.8,8796.15
2022-11-08 12:20:37,8629.720000000001,8791.03
2022-11-08 12:20:38,8636.84,8799.380000000001
2022-11-08 12:20:39,8643.65,8803.75
2022-11-08 12:20:40,8645.43,8807.01
2022-11-08 12:20:41,8644.66,8805.24
2022-11-08 12:20:42,8630.19,8790.23
2022-11-08 12:20:43,8623.0,8783.02
2022-11-08 12:20:44,8617.880000000001,8779.25
2022-11-08 12:20:45,8626.470000000001,8786.29
2022-11-08 12:20:46,8629.91,8789.27
2022-11-08 12:20:47,8636.630000000001,8796.43
2022-11-08 12:20:48,8634.51,8794.439999999999
2022-11-08 12:20:49,8626.83,8785.84
2022-11-08 12:20:50,8616.62,8776.13
2022-11-08 12:20:51,8619.58,8779.76
2022-11-08 12:20:52,8622.61,8781.2
2022-11-08 12:20:53,8647.22,8811.06
2022-11-08 12:20:54,8655.95,8819.35
2022-11-08 12:20:55,8658.03,8821.8
2022-11-08 12:20:56,8650.14,8813.0
2022-11-08 12:20:57,8643.65,8807.5
2022-11-08 12:20:58,8636.83,8799.73
2022-11-08 12:20:59,8640.93,8803.77
2022-11-08 12:21:00,8640.94,8804.07
2022-11-08 12:21:01,8638.74,8799.52
2022-11-08 12:21:02,8630.01,8787.86
2022-11-08 12:21:03,8620.939999999999,8780.33
2022-11-08 12:21:04,8617.119999999999,8775.65
2022-11-08 12:21:05,8604.19,8762.92
2022-11-08 12:21:06,8611.48,8769.73
2022-11-08 12:21:07,8613.01,8773.45
2022-11-08 12:21:08,8615.050000000001,8773.119999999999
2022-11-08 12:21:09,8617.380000000001,8776.76
2022-11-08 12:21:10,8615.76,8773.84
2022-11-08 12:21:11,8613.84,8772.42
2022-11-08 12:21:12,8605.39,8762.76
2022-11-08 12:21:13,8607.42,8765.57
2022-11-08 12:21:14,8609.94,8768.55
2022-11-08 12:21:15,8614.08,8772.23
2022-11-08 12:21:16,8625.08,8783.970000000001
2022-11-08 12:21:17,8625.39,8782.27
2022-11-08 12:21:18,8624.46,8781.9
2022-11-08 12:21:19,8617.970000000001,8775.66
2022-11-08 12:21:20,8615.0,8774.439999999999
2022-11-08 12:21:21,8613.619999999999,8770.92
2022-11-08 12:21:22,8615.099999999999,8773.849999999999
2022-11-08 12:21:23,8614.64,8772.48
2022-11-08 12:21:24,8617.27,8776.08
2022-11-08 12:21:25,8615.400000000001,8772.32
2022-11-08 12:21:26,8609.94,8769.15
2022-11-08 12:21:27,8606.03,8762.94
2022-11-08 12:21:28,8597.8,8756.33
2022-11-08 12:21:29,8596.49,8753.79
2022-11-08 12:21:30,8604.76,8764.08
2022-11-08 12:21:31,8618.8,8774.95
2022-11-08 12:21:32,8624.029999999999,8782.27
2022-11-08 12:21:33,8623.970000000001,8781.36
2022-11-08 12:21:34,8612.89,8770.05
2022-11-08 12:21:35,8601.2,8757.77
2022-11-08 12:21:36,8596.36,8753.33
2022-11-08 12:21:37,8604.74,8761.46
2022-11-08 12:21:38,8613.29,8770.08
2022-11-08 12:21:39,5711.24,5875.889999999999
2022-11-08 12:21:40,5075.599999999999,5233.83
2022-11-08 12:21:41,5069.91,5229.650000000001
2022-11-08 12:21:42,5057.87,5217.16
2022-11-08 12:21:43,5057.429999999999,5217.07
2022-11-08 12:21:44,5055.75,5213.72
2022-11-08 12:21:45,5062.8099999999995,5220.860000000001
2022-11-08 12:21:46,5069.37,5226.96
2022-11-08 12:21:47,5065.83,5224.12
2022-11-08 12:21:48,5057.599999999999,5216.05
2022-11-08 12:21:49,5073.25,5235.59
2022-11-08 12:21:50,5098.14,5270.5
2022-11-08 12:21:51,5202.28,5408.95
2022-11-08 12:21:52,5200.4800000000005,5405.68
2022-11-08 12:21:53,5219.589999999999,5427.15
2022-11-08 12:21:54,5216.6900000000005,5421.3099999999995
2022-11-08 12:21:55,5216.05,5423.82
2022-11-08 12:21:56,5209.87,5415.98
2022-11-08 12:21:57,5207.7,5414.0
2022-11-08 12:21:58,5208.03,5415.75
2022-11-08 12:21:59,5173.39,5367.9
2022-11-08 12:22:00,5259.450000000001,5478.1
2022-11-08 12:22:01,5298.32,5529.889999999999
2022-11-08 12:22:02,5337.02,5577.46
2022-11-08 12:22:03,5368.44,5621.57
2022-11-08 12:22:04,5236.95,5449.94
2022-11-08 12:22:05,5080.639999999999,5243.030000000001
2022-11-08 12:22:06,5083.320000000001,5244.820000000001
2022-11-08 12:22:07,5114.759999999999,5282.58
2022-11-08 12:22:08,5148.5,5326.19
2022-11-08 12:22:09,5123.969999999999,5290.86
2022-11-08 12:22:10,5134.56,5303.88
2022-11-08 12:22:11,5127.92,5300.7
2022-11-08 12:22:12,5110.91,5278.71
2022-11-08 12:22:13,5101.12,5267.29
2022-11-08 12:22:14,5096.41,5260.81
2022-11-08 12:22:15,5095.11,5258.09
2022-11-08 12:22:16,5106.38,5271.5
2022-11-08 12:22:17,5101.95,5266.110000000001
2022-11-08 12:22:18,5094.19,5260.84
2022-11-08 12:22:19,5083.07,5247.41
2022-11-08 12:22:20,5083.89,5251.200000000001
2022-11-08 12:22:21,5077.15,5241.860000000001
2022-11-08 12:22:22,5091.450000000001,5259.2
2022-11-08 12:22:23,5098.85,5265.39
2022-11-08 12:22:24,5096.03,5262.94
2022-11-08 12:22:25,5096.549999999999,5262.22
2022-11-08 12:22:26,5087.889999999999,5252.76
2022-11-08 12:22:27,5083.3,5248.38
2022-11-08 12:22:28,5086.69,5253.549999999999
2022-11-08 12:22:29,5088.410000000001,5253.259999999999
2022-11-08 12:22:30,5092.14,5258.099999999999
2022-11-08 12:22:31,5098.38,5263.38
2022-11-08 12:22:32,5095.34,5261.360000000001
2022-11-08 12:22:33,5078.92,5242.990000000001
2022-11-08 12:22:34,5266.12,5497.08
2022-11-08 12:22:35,5407.2699999999995,5688.179999999999
2022-11-08 12:22:36,5113.37,5294.93
2022-11-08 12:22:37,5047.35,5205.44
2022-11-08 12:22:38,5055.58,5214.63
2022-11-08 12:22:39,5094.46,5264.39
2022-11-08 12:22:40,5110.71,5289.59
2022-11-08 12:22:41,5072.11,5235.8
2022-11-08 12:22:42,5092.110000000001,5263.9800000000005
2022-11-08 12:22:43,5091.14,5263.06
2022-11-08 12:22:44,5089.66,5259.21
2022-11-08 12:22:45,5101.83,5272.47
2022-11-08 12:22:46,5102.64,5274.28
2022-11-08 12:22:47,5101.23,5270.42
2022-11-08 12:22:48,5093.400000000001,5263.639999999999
2022-11-08 12:22:49,5089.9800000000005,5260.89
2022-11-08 12:22:50,5086.6900000000005,5258.049999999999
2022-11-08 12:22:51,5084.51,5253.69
2022-11-08 12:22:52,5094.37,5265.23
2022-11-08 12:22:53,5100.15,5270.02
2022-11-08 12:22:54,5100.86,5270.49
2022-11-08 12:22:55,5092.84,5262.34
2022-11-08 12:22:56,5095.870000000001,5266.04
2022-11-08 12:22:57,5089.67,5259.35
2022-11-08 12:22:58,5086.13,5255.7
2022-11-08 12:22:59,5088.129999999999,5258.3
2022-11-08 12:23:00,5103.79,5273.79
2022-11-08 12:23:01,5103.2699999999995,5273.79
2022-11-08 12:23:02,5104.25,5274.61
2022-11-08 12:23:03,5095.32,5264.58
2022-11-08 12:23:04,5222.07,5436.639999999999
2022-11-08 12:23:05,5452.88,5756.25
2022-11-08 12:23:06,4618.39,4956.099999999999
2022-11-08 12:23:07,3542.12,3865.06
2022-11-08 12:23:08,3165.17,3344.08
2022-11-08 12:23:09,3167.15,3345.62
2022-11-08 12:23:10,3245.4500000000003,3449.74
2022-11-08 12:23:11,3277.0600000000004,3497.1099999999997
2022-11-08 12:23:12,3212.9100000000003,3408.47
2022-11-08 12:23:13,3249.58,3459.11
2022-11-08 12:23:14,3270.1800000000003,3486.52
2022-11-08 12:23:15,3255.0400000000004,3463.67
2022-11-08 12:23:16,3262.95,3477.43
2022-11-08 12:23:17,3263.01,3476.67
2022-11-08 12:23:18,3254.33,3465.54
2022-11-08 12:23:19,3258.26,3471.67
2022-11-08 12:23:20,3256.1000000000004,3470.5299999999997
2022-11-08 12:23:21,3254.2,3465.4900000000002
2022-11-08 12:23:22,3236.14,3443.82
2022-11-08 12:23:23,3241.55,3448.35
2022-11-08 12:23:24,3240.62,3447.29
2022-11-08 12:23:25,3228.3999999999996,3432.23
2022-11-08 12:23:26,3230.67,3436.39
2022-11-08 12:23:27,3233.26,3439.56
2022-11-08 12:23:28,3235.7400000000002,3442.1800000000003
2022-11-08 12:23:29,3238.01,3445.19
2022-11-08 12:23:30,3242.7799999999997,3446.85
2022-11-08 12:23:31,3239.06,3445.31
2022-11-08 12:23:32,3242.6400000000003,3448.32
2022-11-08 12:23:33,3236.06,3441.3300000000004
2022-11-08 12:23:34,3232.66,3438.8300000000004
2022-11-08 12:23:35,3234.77,3440.71
