Timestamp,Active (W),Apparent (VA)
2022-11-08 12:14:05,3127.89,3303.62
2022-11-08 12:14:06,3132.63,3306.52
2022-11-08 12:14:07,3131.68,3306.95
2022-11-08 12:14:08,3131.73,3307.37
2022-11-08 12:14:09,3127.83,3302.96
2022-11-08 12:14:10,3125.95,3303.92
2022-11-08 12:14:11,3129.9300000000003,3304.15
2022-11-08 12:14:12,3133.63,3309.33
2022-11-08 12:14:13,3139.43,3314.23
2022-11-08 12:14:14,3148.36,3323.21
2022-11-08 12:14:15,3145.54,3321.44
2022-11-08 12:14:16,3147.05,3321.59
2022-11-08 12:14:17,3144.58,3318.7599999999998
2022-11-08 12:14:18,3142.54,3318.29
2022-11-08 12:14:19,5670.82,5866.99
2022-11-08 12:14:20,6746.79,6923.0
2022-11-08 12:14:21,6731.35,6906.41
2022-11-08 12:14:22,6726.23,6902.360000000001
2022-11-08 12:14:23,6713.84,6888.74
2022-11-08 12:14:24,6715.26,6890.74
2022-11-08 12:14:25,6713.5599999999995,6888.389999999999
2022-11-08 12:14:26,6727.37,6901.27
2022-11-08 12:14:27,6730.37,6907.03
2022-11-08 12:14:28,6739.77,6912.76
2022-11-08 12:14:29,6740.04,6914.969999999999
2022-11-08 12:14:30,6743.41,6916.84
2022-11-08 12:14:31,6734.27,6907.870000000001
2022-11-08 12:14:32,6734.530000000001,6912.549999999999
2022-11-08 12:14:33,6739.280000000001,6920.0
2022-11-08 12:14:34,6736.530000000001,6916.89
2022-11-08 12:14:35,6744.49,6924.01
2022-11-08 12:14:36,6752.1,6932.4
2022-11-08 12:14:37,6750.84,6928.75
2022-11-08 12:14:38,6748.17,6929.07
2022-11-08 12:14:39,6750.209999999999,6929.08
2022-11-08 12:14:40,6747.85,6925.4
2022-11-08 12:14:41,6734.1900000000005,6907.860000000001
2022-11-08 12:14:42,6738.76,6912.49
2022-11-08 12:14:43,6739.26,6912.1
2022-11-08 12:14:44,6738.99,6912.37
2022-11-08 12:14:45,6734.02,6906.63
2022-11-08 12:14:46,6730.5,6902.110000000001
2022-11-08 12:14:47,6724.6,6897.65
2022-11-08 12:14:48,6733.08,6905.41
2022-11-08 12:14:49,6735.43,6907.59
2022-11-08 12:14:50,6738.12,6911.030000000001
2022-11-08 12:14:51,6738.92,6912.389999999999
2022-11-08 12:14:52,6733.6900000000005,6907.75
2022-11-08 12:14:53,6729.47,6904.75
2022-11-08 12:14:54,6728.82,6903.2
2022-11-08 12:14:55,6722.8099999999995,6897.360000000001
2022-11-08 12:14:56,6718.58,6892.18
2022-11-08 12:14:57,6721.93,6895.98
2022-11-08 12:14:58,6718.24,6891.1
2022-11-08 12:14:59,6717.52,6893.4400000000005
2022-11-08 12:15:00,6717.1900000000005,6891.02
2022-11-08 12:15:01,6722.74,6897.53
2022-11-08 12:15:02,6719.16,6893.67
2022-11-08 12:15:03,6726.1,6901.129999999999
2022-11-08 12:15:04,6725.15,6898.29
2022-11-08 12:15:05,6724.59,6898.3099999999995
2022-11-08 12:15:06,6722.85,6896.6900000000005
2022-11-08 12:15:07,6717.6900000000005,6889.799999999999
2022-11-08 12:15:08,6708.51,6883.54
2022-11-08 12:15:09,6709.1,6881.98
2022-11-08 12:15:10,6706.91,6880.98
2022-11-08 12:15:11,6708.41,6881.57
2022-11-08 12:15:12,6713.610000000001,6888.98
2022-11-08 12:15:13,6715.07,6888.78
2022-11-08 12:15:14,6716.110000000001,6891.13
2022-11-08 12:15:15,6716.28,6891.29
2022-11-08 12:15:16,6715.74,6889.28
2022-11-08 12:15:17,6705.780000000001,6881.030000000001
2022-11-08 12:15:18,6703.18,6876.27
