Timestamp,Apparent (VA),Active (W)
2022-11-08 14:42:26,275.89,156.07
2022-11-08 14:42:27,275.18,154.73
2022-11-08 14:42:28,268.55,150.74
2022-11-08 14:42:29,273.94,154.59
2022-11-08 14:42:30,271.67,152.95
2022-11-08 14:42:31,273.54,154.08
2022-11-08 14:42:32,272.92,153.25
2022-11-08 14:42:33,273.03,153.12
2022-11-08 14:42:34,273.01,153.43
2022-11-08 14:42:35,272.13,152.84
2022-11-08 14:42:36,270.71,152.01
2022-11-08 14:42:37,269.25,152.67
2022-11-08 14:42:38,268.96,152.61
2022-11-08 14:42:39,268.34,152.38
2022-11-08 14:42:40,269.34,152.65
2022-11-08 14:42:41,270.06,153.14
2022-11-08 14:42:42,269.43,152.71
2022-11-08 14:42:43,269.61,153.82
2022-11-08 14:42:44,269.86,153.43
2022-11-08 14:42:45,270.79,152.4
2022-11-08 14:42:46,264.21,150.4
2022-11-08 14:42:47,264.47,151.01
2022-11-08 14:42:48,271.33,152.85
2022-11-08 14:42:49,270.16,153.49
2022-11-08 14:42:50,271.57,154.38
2022-11-08 14:42:51,269.86,153.46
2022-11-08 14:42:52,272.12,153.73
2022-11-08 14:42:53,269.64,152.77
2022-11-08 14:42:54,269.73,153.32
2022-11-08 14:42:55,268.56,153.53
2022-11-08 14:42:56,268.42,152.78
2022-11-08 14:42:57,269.66,153.69
2022-11-08 14:42:58,268.36,152.87
2022-11-08 14:42:59,268.21,153.0
2022-11-08 14:43:00,271.19,153.96
2022-11-08 14:43:01,268.03,151.91
2022-11-08 14:43:02,272.67,155.78
2022-11-08 14:43:03,273.56,155.88
2022-11-08 14:43:04,270.14,152.22
2022-11-08 14:43:05,269.38,153.17
2022-11-08 14:43:06,268.43,153.07
2022-11-08 14:43:07,270.26,153.62
2022-11-08 14:43:08,269.87,152.95
2022-11-08 14:43:09,270.28,153.73
2022-11-08 14:43:10,271.27,153.06
2022-11-08 14:43:11,270.11,152.25
2022-11-08 14:43:12,271.56,152.96
2022-11-08 14:43:13,270.83,153.1
2022-11-08 14:43:14,270.71,153.34
2022-11-08 14:43:15,269.95,152.91
2022-11-08 14:43:16,269.98,152.68
2022-11-08 14:43:17,271.91,153.35
2022-11-08 14:43:18,272.05,155.12
2022-11-08 14:43:19,268.75,152.24
2022-11-08 14:43:20,272.96,154.24
2022-11-08 14:43:21,270.38,153.63
2022-11-08 14:43:22,270.68,152.92
2022-11-08 14:43:23,272.3,152.9
2022-11-08 14:43:24,273.19,153.47
2022-11-08 14:43:25,272.93,153.56
2022-11-08 14:43:26,273.03,153.82
2022-11-08 14:43:27,271.68,153.16
2022-11-08 14:43:28,272.09,153.61
2022-11-08 14:43:29,271.46,153.36
2022-11-08 14:43:30,271.34,153.08
2022-11-08 14:43:31,271.76,152.75
2022-11-08 14:43:32,272.58,153.47
2022-11-08 14:43:33,273.9,154.23
2022-11-08 14:43:34,274.81,154.1
2022-11-08 14:43:35,274.8,153.08
2022-11-08 14:43:36,274.65,154.01
2022-11-08 14:43:37,271.23,152.17
2022-11-08 14:43:38,272.74,152.59
2022-11-08 14:43:39,272.53,153.64
2022-11-08 14:43:40,273.4,152.79
2022-11-08 14:43:41,272.14,152.65
2022-11-08 14:43:42,270.8,152.88
2022-11-08 14:43:43,270.58,153.17
2022-11-08 14:43:44,270.88,153.73
2022-11-08 14:43:45,271.23,153.39
2022-11-08 14:43:46,271.14,152.74
2022-11-08 14:43:47,269.79,152.73
2022-11-08 14:43:48,270.65,153.65
2022-11-08 14:43:49,271.13,153.73
2022-11-08 14:43:50,271.07,153.74
2022-11-08 14:43:51,269.08,152.34
2022-11-08 14:43:52,271.17,153.17
2022-11-08 14:43:53,272.38,153.78
2022-11-08 14:43:54,271.39,152.93
2022-11-08 14:43:55,270.92,153.22
2022-11-08 14:43:56,270.46,153.91
2022-11-08 14:43:57,269.3,153.09
2022-11-08 14:43:58,271.96,154.31
2022-11-08 14:43:59,268.41,153.02
2022-11-08 14:44:00,268.47,153.39
2022-11-08 14:44:01,268.96,153.27
2022-11-08 14:44:02,269.76,152.87
2022-11-08 14:44:03,269.86,153.79
2022-11-08 14:44:04,269.11,153.8
2022-11-08 14:44:05,269.6,153.19
2022-11-08 14:44:06,268.31,153.43
2022-11-08 14:44:07,265.83,152.85
2022-11-08 14:44:08,267.93,152.74
2022-11-08 14:44:09,268.61,153.26
2022-11-08 14:44:10,271.44,153.57
2022-11-08 14:44:11,268.98,152.86
2022-11-08 14:44:12,269.23,153.54
2022-11-08 14:44:13,269.65,153.69
2022-11-08 14:44:14,271.13,154.02
2022-11-08 14:44:15,270.09,153.82
2022-11-08 14:44:16,268.34,152.69
2022-11-08 14:44:17,269.78,153.29
2022-11-08 14:44:18,269.5,153.62
2022-11-08 14:44:19,270.37,152.97
2022-11-08 14:44:20,271.02,153.39
2022-11-08 14:44:21,270.99,153.28
2022-11-08 14:44:22,270.64,154.25
2022-11-08 14:44:23,268.91,153.17
2022-11-08 14:44:24,270.5,153.76
2022-11-08 14:44:25,269.82,153.95
2022-11-08 14:44:26,268.92,152.54
2022-11-08 14:44:27,271.11,153.58
2022-11-08 14:44:28,268.45,152.91
2022-11-08 14:44:29,269.83,153.59
2022-11-08 14:44:30,268.43,152.68
2022-11-08 14:44:31,270.44,154.43
2022-11-08 14:44:32,269.42,153.21
2022-11-08 14:44:33,270.39,153.9
2022-11-08 14:44:34,270.88,153.43
2022-11-08 14:44:35,268.89,152.67
2022-11-08 14:44:36,267.61,152.59
2022-11-08 14:44:37,270.74,154.11
2022-11-08 14:44:38,270.37,153.22
2022-11-08 14:44:39,270.14,152.99
2022-11-08 14:44:40,271.38,154.1
2022-11-08 14:44:41,271.96,153.85
2022-11-08 14:44:42,274.47,153.51
2022-11-08 14:44:43,268.25,151.08
2022-11-08 14:44:44,272.94,154.84
2022-11-08 14:44:45,273.52,155.25
2022-11-08 14:44:46,268.01,150.51
2022-11-08 14:44:47,274.37,153.49
2022-11-08 14:44:48,270.3,153.2
2022-11-08 14:44:49,274.27,154.58
2022-11-08 14:44:50,269.07,153.13
2022-11-08 14:44:51,271.82,152.53
2022-11-08 14:44:52,276.78,155.51
2022-11-08 14:44:53,278.93,156.46
2022-11-08 14:44:54,277.54,155.68
2022-11-08 14:44:55,271.9,151.37
2022-11-08 14:44:56,267.0,152.6
2022-11-08 14:44:57,1241.13,1170.26
2022-11-08 14:44:58,2372.73,2362.56
2022-11-08 14:44:59,2370.6,2360.39
2022-11-08 14:45:00,2366.19,2355.92
2022-11-08 14:45:01,2361.78,2351.52
2022-11-08 14:45:02,2362.68,2352.51
2022-11-08 14:45:03,2363.61,2353.54
2022-11-08 14:45:04,2365.12,2354.93
2022-11-08 14:45:05,2364.4,2354.11
2022-11-08 14:45:06,2366.03,2355.72
2022-11-08 14:45:07,2367.09,2356.93
2022-11-08 14:45:08,2366.74,2356.57
2022-11-08 14:45:09,2366.93,2356.64
2022-11-08 14:45:10,2366.2,2355.91
2022-11-08 14:45:11,2364.32,2354.21
2022-11-08 14:45:12,2362.83,2352.74
2022-11-08 14:45:13,2361.45,2351.23
2022-11-08 14:45:14,2359.74,2349.36
2022-11-08 14:45:15,2357.88,2347.69
2022-11-08 14:45:16,2355.8,2345.64
2022-11-08 14:45:17,2354.56,2344.3
2022-11-08 14:45:18,2352.22,2341.77
2022-11-08 14:45:19,2351.94,2341.64
2022-11-08 14:45:20,2351.27,2341.07
2022-11-08 14:45:21,2351.72,2341.45
2022-11-08 14:45:22,2353.0,2342.91
2022-11-08 14:45:23,2354.67,2344.56
2022-11-08 14:45:24,2354.09,2343.86
2022-11-08 14:45:25,2352.14,2342.09
2022-11-08 14:45:26,2349.55,2339.45
2022-11-08 14:45:27,2348.6,2338.34
2022-11-08 14:45:28,2345.35,2335.3
2022-11-08 14:45:29,2343.68,2333.58
2022-11-08 14:45:30,2343.53,2333.34
2022-11-08 14:45:31,2343.63,2333.5
2022-11-08 14:45:32,2341.46,2331.35
2022-11-08 14:45:33,2340.35,2330.22
2022-11-08 14:45:34,2340.86,2330.78
2022-11-08 14:45:35,2339.55,2329.36
2022-11-08 14:45:36,2339.87,2329.76
2022-11-08 14:45:37,2337.39,2327.39
2022-11-08 14:45:38,2336.53,2326.42
2022-11-08 14:45:39,2333.58,2323.54
2022-11-08 14:45:40,2332.72,2322.66
2022-11-08 14:45:41,2331.95,2321.9
2022-11-08 14:45:42,2333.18,2323.18
2022-11-08 14:45:43,2335.81,2325.72
2022-11-08 14:45:44,2337.01,2326.83
2022-11-08 14:45:45,2336.36,2326.34
2022-11-08 14:45:46,2336.39,2326.24
