Timestamp,Apparent (VA),Active (W)
2022-11-08 16:58:08,11.76,4.33
2022-11-08 16:58:09,11.65,4.35
2022-11-08 16:58:10,11.05,3.58
2022-11-08 16:58:11,11.41,3.95
2022-11-08 16:58:12,11.52,4.07
2022-11-08 16:58:13,11.5,4.01
2022-11-08 16:58:14,11.37,3.93
2022-11-08 16:58:15,11.19,3.88
2022-11-08 16:58:16,11.2,3.81
2022-11-08 16:58:17,11.37,4.05
2022-11-08 16:58:18,11.25,3.94
2022-11-08 16:58:19,11.44,4.08
2022-11-08 16:58:20,11.35,3.95
2022-11-08 16:58:21,11.04,3.73
2022-11-08 16:58:22,25.0,16.23
2022-11-08 16:58:23,27.08,17.11
2022-11-08 16:58:24,26.98,17.18
2022-11-08 16:58:25,27.26,17.5
2022-11-08 16:58:26,26.85,17.41
2022-11-08 16:58:27,26.82,17.22
2022-11-08 16:58:28,27.18,17.29
2022-11-08 16:58:29,27.08,17.31
2022-11-08 16:58:30,27.03,17.33
2022-11-08 16:58:31,26.97,17.57
2022-11-08 16:58:32,26.87,17.18
2022-11-08 16:58:33,27.45,18.19
2022-11-08 16:58:34,301.91,292.72
2022-11-08 16:58:35,93.65,83.18
2022-11-08 16:58:36,493.01,488.97
2022-11-08 16:58:37,161.19,157.82
2022-11-08 16:58:38,161.1,157.73
2022-11-08 16:58:39,161.5,158.09
2022-11-08 16:58:40,162.29,158.84
2022-11-08 16:58:41,162.05,158.65
2022-11-08 16:58:42,161.57,158.18
2022-11-08 16:58:43,1124.64,1120.37
2022-11-08 16:58:44,1903.19,1902.31
2022-11-08 16:58:45,1885.81,1884.94
2022-11-08 16:58:46,1873.13,1872.27
2022-11-08 16:58:47,1862.24,1861.37
2022-11-08 16:58:48,1855.43,1854.55
2022-11-08 16:58:49,1849.22,1848.36
2022-11-08 16:58:50,1843.9,1843.05
2022-11-08 16:58:51,1840.91,1840.06
2022-11-08 16:58:52,1816.75,1815.58
2022-11-08 16:58:53,174.26,169.25
2022-11-08 16:58:54,181.76,176.48
2022-11-08 16:58:55,181.89,176.7
2022-11-08 16:58:56,182.34,177.1
2022-11-08 16:58:57,181.6,176.17
