Timestamp,Apparent (VA),Active (W)
2022-11-09 11:35:48,11.11,4.12
2022-11-09 11:35:49,11.69,4.58
2022-11-09 11:35:50,11.49,4.38
2022-11-09 11:35:51,11.27,4.28
2022-11-09 11:35:52,11.54,4.4
2022-11-09 11:35:53,11.57,4.4
2022-11-09 11:35:54,11.65,4.74
2022-11-09 11:35:55,11.35,4.29
2022-11-09 11:35:56,11.51,4.53
2022-11-09 11:35:57,21.55,11.66
2022-11-09 11:35:58,112.16,97.44
2022-11-09 11:35:59,89.95,72.93
2022-11-09 11:36:00,26.37,19.16
2022-11-09 11:36:01,24.04,16.92
2022-11-09 11:36:02,23.73,16.51
2022-11-09 11:36:03,24.79,17.84
2022-11-09 11:36:04,23.99,17.12
2022-11-09 11:36:05,23.85,16.88
2022-11-09 11:36:06,45.14,34.81
2022-11-09 11:36:07,41.11,29.76
2022-11-09 11:36:08,41.81,30.51
2022-11-09 11:36:09,41.98,30.64
2022-11-09 11:36:10,41.81,30.51
2022-11-09 11:36:11,42.0,30.73
2022-11-09 11:36:12,47.25,37.13
2022-11-09 11:36:13,57.94,46.25
2022-11-09 11:36:14,58.85,47.04
2022-11-09 11:36:15,59.62,47.45
2022-11-09 11:36:16,60.9,48.57
2022-11-09 11:36:17,356.35,344.22
2022-11-09 11:36:18,415.91,401.54
2022-11-09 11:36:19,294.73,288.76
2022-11-09 11:36:20,189.51,183.45
2022-11-09 11:36:21,189.19,183.04
2022-11-09 11:36:22,188.98,182.8
2022-11-09 11:36:23,187.13,180.95
2022-11-09 11:36:24,187.69,181.57
2022-11-09 11:36:25,847.41,837.91
2022-11-09 11:36:26,2029.46,2028.25
2022-11-09 11:36:27,2007.85,2006.62
2022-11-09 11:36:28,1991.43,1990.2
2022-11-09 11:36:29,1975.76,1974.53
2022-11-09 11:36:30,1965.22,1964.0
2022-11-09 11:36:31,1957.9,1956.66
2022-11-09 11:36:32,1953.91,1952.67
2022-11-09 11:36:33,1946.89,1945.69
2022-11-09 11:36:34,1944.81,1943.58
2022-11-09 11:36:35,1523.94,1520.1
2022-11-09 11:36:36,204.57,197.75
2022-11-09 11:36:37,207.9,201.71
2022-11-09 11:36:38,207.84,201.72
2022-11-09 11:36:39,206.85,200.56
2022-11-09 11:36:40,208.34,202.15
2022-11-09 11:36:41,207.95,201.8
2022-11-09 11:36:42,207.98,201.73
2022-11-09 11:36:43,207.25,201.15
2022-11-09 11:36:44,207.31,201.16
2022-11-09 11:36:45,448.85,439.67
2022-11-09 11:36:46,2034.52,2034.06
2022-11-09 11:36:47,2015.04,2014.59
2022-11-09 11:36:48,2001.37,2000.91
2022-11-09 11:36:49,1991.65,1991.19
2022-11-09 11:36:50,1981.56,1981.09
2022-11-09 11:36:51,1973.5,1973.04
2022-11-09 11:36:52,1968.2,1967.74
2022-11-09 11:36:53,1962.05,1961.59
2022-11-09 11:36:54,1958.99,1958.53
2022-11-09 11:36:55,1937.55,1936.91
2022-11-09 11:36:56,209.14,202.72
2022-11-09 11:36:57,208.18,202.0
