Timestamp,Apparent (VA),Active (W)
2022-11-01 17:21:38,2.3,0.41
2022-11-01 17:21:39,3.32,0.56
2022-11-01 17:21:40,2.84,0.5
2022-11-01 17:21:41,2.24,0.41
2022-11-01 17:21:42,3.87,0.87
2022-11-01 17:21:43,7.94,1.71
2022-11-01 17:21:44,17.54,10.72
2022-11-01 17:21:45,25.62,15.59
2022-11-01 17:21:46,24.94,15.97
2022-11-01 17:21:47,24.93,15.84
2022-11-01 17:21:48,24.9,15.84
2022-11-01 17:21:49,24.77,15.61
2022-11-01 17:21:50,24.93,15.9
2022-11-01 17:21:51,24.9,15.67
2022-11-01 17:21:52,24.89,15.68
2022-11-01 17:21:53,25.72,16.82
2022-11-01 17:21:54,330.23,317.84
2022-11-01 17:21:55,36.04,27.08
2022-11-01 17:21:56,554.65,543.14
2022-11-01 17:21:57,168.02,163.85
2022-11-01 17:21:58,165.64,161.43
2022-11-01 17:21:59,166.04,161.92
2022-11-01 17:22:00,165.21,160.99
2022-11-01 17:22:01,164.86,160.67
2022-11-01 17:22:02,166.09,161.92
2022-11-01 17:22:03,1782.1,1777.69
2022-11-01 17:22:04,1946.97,1946.11
2022-11-01 17:22:05,1932.66,1931.8
2022-11-01 17:22:06,1919.46,1918.58
2022-11-01 17:22:07,1907.62,1906.77
2022-11-01 17:22:08,1897.28,1896.41
2022-11-01 17:22:09,1892.79,1891.92
2022-11-01 17:22:10,1890.36,1889.49
2022-11-01 17:22:11,1888.08,1887.2
2022-11-01 17:22:12,1887.24,1886.36
2022-11-01 17:22:13,420.0,412.42
2022-11-01 17:22:14,188.54,181.57
2022-11-01 17:22:15,187.56,180.66
2022-11-01 17:22:16,187.46,180.38
2022-11-01 17:22:17,188.16,181.35
2022-11-01 17:22:18,188.3,181.42
2022-11-01 17:22:19,188.03,181.14
2022-11-01 17:22:20,188.92,182.18
2022-11-01 17:22:21,187.78,180.95
2022-11-01 17:22:22,187.59,180.59
2022-11-01 17:22:23,1660.09,1657.5
2022-11-01 17:22:24,1950.74,1950.45
2022-11-01 17:22:25,1938.37,1938.07
2022-11-01 17:22:26,1928.22,1927.91
2022-11-01 17:22:27,1919.75,1919.45
2022-11-01 17:22:28,1913.51,1913.22
2022-11-01 17:22:29,1905.39,1905.09
2022-11-01 17:22:30,1901.65,1901.35
2022-11-01 17:22:31,1901.51,1901.21
2022-11-01 17:22:32,1899.37,1899.07
2022-11-01 17:22:33,569.43,560.01
2022-11-01 17:22:34,189.02,181.93
2022-11-01 17:22:35,188.97,182.13
2022-11-01 17:22:36,188.68,181.72
2022-11-01 17:22:37,188.22,181.23
2022-11-01 17:22:38,188.79,181.91
2022-11-01 17:22:39,188.63,181.67
2022-11-01 17:22:40,188.96,182.08
2022-11-01 17:22:41,189.82,182.89
2022-11-01 17:22:42,189.21,182.33
2022-11-01 17:22:43,1538.76,1531.17
