Timestamp,UNIX,Apparent (VA),Active (W),kettle,vacuum,water_heater,oven,fridge,washing_machine,dryer,aircond
2022-09-27 15:52:30,1664265150,22.2325,16.3975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:52:36,1664265156,22.445000000000004,16.596666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:52:42,1664265162,22.05666666666667,16.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:52:48,1664265168,22.02333333333333,16.07166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:52:54,1664265174,22.33,16.456666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:00,1664265180,22.46666666666667,16.535,0.0,0.0016666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:06,1664265186,21.451666666666668,15.346666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:12,1664265192,22.348333333333333,16.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:18,1664265198,22.115,16.148333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:24,1664265204,22.766666666666666,16.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:30,1664265210,22.53833333333333,16.669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:36,1664265216,22.21666666666667,16.211666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:42,1664265222,22.346666666666664,16.37333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:48,1664265228,21.936666666666667,15.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:53:54,1664265234,21.28,15.141666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:00,1664265240,873.6483333333332,869.855,866.3166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:06,1664265246,2134.8683333333333,2134.585,2147.863333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:12,1664265252,2132.898333333333,2132.61,2146.021666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:18,1664265258,2133.9500000000003,2133.6583333333333,2146.873333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:24,1664265264,2135.4733333333334,2135.19,2148.2066666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:30,1664265270,2134.7233333333334,2134.4333333333334,2147.528333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:36,1664265276,2136.8883333333333,2136.5916666666667,2149.7833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:42,1664265282,3531.443333333333,3514.775,2133.1766666666667,1378.736666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:48,1664265288,4036.5816666666665,4020.486666666667,2124.525,1886.33,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:54:54,1664265294,4039.568333333333,4023.625,2127.818333333333,1886.2333333333331,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:00,1664265300,4036.02,4020.355,2127.851666666667,1882.8066666666664,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:06,1664265306,4031.0316666666654,4015.56,2127.008333333333,1878.6933333333332,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:12,1664265312,4041.2916666666665,4025.58,2125.648333333333,1890.2083333333333,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:18,1664265318,4045.383333333333,4029.675,2126.0983333333334,1893.9416666666664,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:24,1664265324,4040.5483333333336,4025.0116666666663,2125.3,1890.2933333333333,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:30,1664265330,4036.54,4021.3416666666662,2126.11,1885.5883333333331,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:36,1664265336,4035.97,4021.081666666667,2126.5033333333336,1884.96,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:42,1664265342,4024.0316666666654,4009.46,2126.521666666667,1873.3483333333331,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:48,1664265348,4020.596666666667,4006.098333333333,2130.813333333333,1865.46,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:55:54,1664265354,4017.91,4003.9616666666666,2130.685,1863.64,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:00,1664265360,4009.8866666666663,3995.81,2127.2533333333336,1859.3416666666665,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:06,1664265366,4006.443333333333,3992.488333333333,2125.16,1858.013333333333,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:12,1664265372,4007.476666666667,3993.506666666666,2124.895,1859.2983333333332,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:18,1664265378,4003.598333333333,3989.648333333333,2123.275,1856.8416666666665,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:24,1664265384,3999.215,3985.42,2122.0716666666667,1853.9283333333333,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:30,1664265390,3999.8216666666663,3986.54,2124.625,1852.381666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:36,1664265396,4009.245,3995.575,2124.105,1862.1333333333328,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:42,1664265402,4017.251666666667,4003.975,2128.73,1865.8016666666665,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:48,1664265408,4010.888333333333,3997.205,2127.9666666666667,1859.6533333333332,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:56:54,1664265414,3999.388333333334,3985.828333333333,2127.4066666666668,1849.57,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:00,1664265420,4000.866666666667,3987.255,2128.555,1849.7833333333333,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:06,1664265426,4003.3316666666665,3990.12,2129.5016666666666,1851.3416666666665,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:12,1664265432,3999.755,3986.963333333333,2128.34,1849.2933333333333,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:18,1664265438,3992.6883333333335,3979.1716666666666,2126.116666666667,1844.0283333333332,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:24,1664265444,2662.55,2658.58,2136.3566666666666,528.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:30,1664265450,2136.2033333333334,2135.943333333333,2148.7966666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:36,1664265456,2136.813333333333,2136.5483333333336,2149.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:42,1664265462,2139.153333333333,2138.8866666666668,2151.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:48,1664265468,2139.851666666667,2139.5766666666664,2152.4500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:57:54,1664265474,2137.233333333333,2136.965,2149.853333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:00,1664265480,2139.23,2138.9633333333336,2151.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:06,1664265486,2143.1083333333336,2142.8383333333336,2155.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:12,1664265492,2145.9216666666666,2145.648333333333,2158.718333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:18,1664265498,2149.135,2148.873333333333,2162.008333333333,0.0016666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:24,1664265504,2144.8,2144.543333333333,2157.563333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:30,1664265510,2146.9666666666667,2146.6983333333333,2159.818333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:36,1664265516,2142.4333333333334,2142.1716666666666,2155.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:42,1664265522,357.3183333333333,357.27500000000003,359.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:48,1664265528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:58:54,1664265534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:00,1664265540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:06,1664265546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:12,1664265552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:18,1664265558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:24,1664265564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:30,1664265570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:36,1664265576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:42,1664265582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:48,1664265588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 15:59:54,1664265594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:00,1664265600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:06,1664265606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:12,1664265612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:18,1664265618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:24,1664265624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:30,1664265630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:36,1664265636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:42,1664265642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:48,1664265648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:00:54,1664265654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:00,1664265660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:06,1664265666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:12,1664265672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:18,1664265678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:24,1664265684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:30,1664265690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:36,1664265696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:42,1664265702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:48,1664265708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:01:54,1664265714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:02:00,1664265720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:02:06,1664265726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:02:12,1664265732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:02:18,1664265738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-27 16:02:24,1664265744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
