Timestamp,dryer,kettle,vacuum,water_heater,oven,fridge,washing_machine,aircond
2022-11-10 11:53:42,0.17,0.0,0.0,0.0,0.0,0.0,11.12,0.0
2022-11-10 11:53:43,0.15,0.0,0.0,0.0,0.0,0.0,11.1,0.0
2022-11-10 11:53:44,0.13,0.0,0.0,0.0,0.0,0.0,11.13,0.0
2022-11-10 11:53:45,0.14,0.0,0.0,0.0,0.0,0.0,11.08,0.0
2022-11-10 11:53:46,0.16,0.0,0.0,0.0,0.0,0.0,11.13,0.0
2022-11-10 11:53:47,0.16,0.0,0.0,0.0,0.0,0.0,11.12,0.0
2022-11-10 11:53:48,0.17,0.0,0.0,0.0,0.0,0.0,11.11,0.0
2022-11-10 11:53:49,0.18,0.0,0.0,0.0,0.0,0.0,10.94,0.0
2022-11-10 11:53:50,0.18,0.0,0.0,0.0,0.0,0.0,10.99,0.0
2022-11-10 11:53:51,0.15,0.0,0.0,0.0,0.0,0.0,11.07,0.0
2022-11-10 11:53:52,0.13,0.0,0.0,0.0,0.0,0.0,21.38,0.0
2022-11-10 11:53:53,0.17,0.0,0.0,0.0,0.0,0.0,45.44,0.0
2022-11-10 11:53:54,0.17,0.0,0.0,0.0,0.0,0.0,18.12,0.0
2022-11-10 11:53:55,0.15,0.0,0.0,0.0,0.0,0.0,27.98,0.0
2022-11-10 11:53:56,0.13,0.0,0.0,0.0,0.0,0.0,20.11,0.0
2022-11-10 11:53:57,0.27,0.0,0.0,0.0,0.0,0.0,47.37,0.0
2022-11-10 11:53:58,0.14,0.0,0.0,0.0,0.0,0.0,21.08,0.0
2022-11-10 11:53:59,0.23,0.0,0.0,0.0,0.0,0.0,46.67,0.0
2022-11-10 11:54:00,0.14,0.0,0.0,0.0,0.0,0.0,21.56,0.0
2022-11-10 11:54:01,0.29,0.0,0.0,0.0,0.0,0.0,45.06,0.0
2022-11-10 11:54:02,0.14,0.0,0.0,0.0,0.0,0.0,22.07,0.0
2022-11-10 11:54:03,0.25,0.0,0.0,0.0,0.0,0.0,45.01,0.0
2022-11-10 11:54:04,0.17,0.0,0.0,0.0,0.0,0.0,22.81,0.0
2022-11-10 11:54:05,0.16,0.0,0.0,0.0,0.0,0.0,20.48,0.0
2022-11-10 11:54:06,0.12,0.0,0.0,0.0,0.0,0.0,20.17,0.0
2022-11-10 11:54:07,0.11,0.0,0.0,0.0,0.0,0.0,20.16,0.0
2022-11-10 11:54:08,0.24,0.0,0.0,0.0,0.0,0.0,20.12,0.0
2022-11-10 11:54:09,0.17,0.0,0.0,0.0,0.0,0.0,20.1,0.0
2022-11-10 11:54:10,0.15,0.0,0.0,0.0,0.0,0.0,19.99,0.0
2022-11-10 11:54:11,0.14,0.0,0.0,0.0,0.0,0.0,20.14,0.0
2022-11-10 11:54:12,0.11,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2022-11-10 11:54:13,0.09,0.0,0.0,0.0,0.0,0.0,20.24,0.0
2022-11-10 11:54:14,0.13,0.0,0.0,0.0,0.0,0.0,19.98,0.0
2022-11-10 11:54:15,0.12,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2022-11-10 11:54:16,0.09,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2022-11-10 11:54:17,0.12,0.0,0.0,0.0,0.0,0.0,20.16,0.0
2022-11-10 11:54:18,0.12,0.0,0.0,0.0,0.0,0.0,19.99,0.0
2022-11-10 11:54:19,0.11,0.0,0.0,0.0,0.0,0.0,20.03,0.0
2022-11-10 11:54:20,0.08,0.0,0.0,0.0,0.0,0.0,19.91,0.0
2022-11-10 11:54:21,0.06,0.0,0.0,0.0,0.0,0.0,19.62,0.0
2022-11-10 11:54:22,0.11,0.0,0.0,0.0,0.0,0.0,19.98,0.0
2022-11-10 11:54:23,0.1,0.0,0.0,0.0,0.0,0.0,20.18,0.0
2022-11-10 11:54:24,0.12,0.0,0.0,0.0,0.0,0.0,20.02,0.0
2022-11-10 11:54:25,0.11,0.0,0.0,0.0,0.0,0.0,19.77,0.0
2022-11-10 11:54:26,0.18,0.0,0.0,0.0,0.0,0.0,19.77,0.0
2022-11-10 11:54:27,0.18,0.0,0.0,0.0,0.0,0.0,19.83,0.0
2022-11-10 11:54:28,0.26,0.0,0.0,0.0,0.0,0.0,19.9,0.0
2022-11-10 11:54:29,0.18,0.0,0.0,0.0,0.0,0.0,19.72,0.0
2022-11-10 11:54:30,0.18,0.0,0.0,0.0,0.0,0.0,19.93,0.0
2022-11-10 11:54:31,0.25,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2022-11-10 11:54:32,0.2,0.0,0.0,0.0,0.0,0.0,19.8,0.0
2022-11-10 11:54:33,0.19,0.0,0.0,0.0,0.0,0.0,19.83,0.0
2022-11-10 11:54:34,0.12,0.0,0.0,0.0,0.0,0.0,19.81,0.0
2022-11-10 11:54:35,0.13,0.0,0.0,0.0,0.0,0.0,19.8,0.0
2022-11-10 11:54:36,0.21,0.0,0.0,0.0,0.0,0.0,19.68,0.0
2022-11-10 11:54:37,0.14,0.0,0.0,0.0,0.0,0.0,19.81,0.0
2022-11-10 11:54:38,0.15,0.0,0.0,0.0,0.0,0.0,19.81,0.0
2022-11-10 11:54:39,0.14,0.0,0.0,0.0,0.0,0.0,19.59,0.0
2022-11-10 11:54:40,0.22,0.0,0.0,0.0,0.0,0.0,19.61,0.0
