Timestamp,UNIX,Apparent (VA),Active (W),kettle,vacuum,water_heater,oven,fridge,washing_machine,dryer,aircond
2022-11-01 16:17:36,1667290656,16.86,10.545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:17:39,1667290659,17.926666666666666,11.893333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:17:42,1667290662,18.26333333333333,12.383333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:17:45,1667290665,17.849999999999998,11.803333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:17:48,1667290668,23.2,13.589999999999998,0.0,0.0,0.0,0.0,0.0,7.713333333333334,0.0,0.0
2022-11-01 16:17:51,1667290671,40.09,29.17,0.0,0.0,0.0,0.0,0.0,27.563333333333333,0.0,0.0
2022-11-01 16:17:54,1667290674,36.2,24.77333333333333,0.0,0.0,0.0,0.0,0.0,23.570000000000004,0.0,0.0
2022-11-01 16:17:57,1667290677,57.38,41.81,0.0,0.0,0.0,0.0,0.0,41.443333333333335,0.0,0.0
2022-11-01 16:18:00,1667290680,45.126666666666665,31.37,0.0,0.0,0.0,0.0,0.0,30.78333333333333,0.0,0.0
2022-11-01 16:18:03,1667290683,44.01,30.97,0.0,0.0,0.0,0.0,0.0,30.916666666666668,0.0,0.0
2022-11-01 16:18:06,1667290686,30.48,20.26,0.0,0.0,0.0,0.0,0.0,20.473333333333333,0.0,0.0
2022-11-01 16:18:09,1667290689,30.63,20.31,0.0,0.0,0.0,0.0,0.0,20.316666666666663,0.0,0.0
2022-11-01 16:18:12,1667290692,30.41333333333333,20.223333333333333,0.0,0.0,0.0,0.0,0.0,20.366666666666667,0.0,0.0
2022-11-01 16:18:15,1667290695,30.256666666666664,19.98,0.0,0.0,0.0,0.0,0.0,20.396666666666665,0.0,0.0
2022-11-01 16:18:18,1667290698,29.820000000000004,19.55333333333333,0.0,0.0,0.0,0.0,0.0,20.86,0.0,0.0
2022-11-01 16:18:21,1667290701,29.613333333333333,19.40333333333333,0.0,0.0,0.0,0.0,0.0,20.773333333333333,0.0,0.0
2022-11-01 16:18:24,1667290704,29.706666666666667,19.39,0.0,0.0,0.0,0.0,0.0,20.563333333333333,0.0,0.0
2022-11-01 16:18:27,1667290707,29.786666666666665,19.47,0.0,0.0,0.0,0.0,0.0,20.67,0.0,0.0
2022-11-01 16:18:30,1667290710,29.76,19.496666666666663,0.0,0.0,0.0,0.0,0.0,20.57333333333333,0.0,0.0
2022-11-01 16:18:33,1667290713,29.863333333333333,19.58333333333333,0.0,0.0,0.0,0.0,0.0,20.33,0.0,0.0
2022-11-01 16:18:36,1667290716,29.71,19.46666666666667,0.0,0.0,0.0,0.0,0.0,20.71333333333333,0.0,0.0
2022-11-01 16:18:39,1667290719,29.773333333333337,19.52333333333333,0.0,0.0,0.0,0.0,0.0,20.626666666666665,0.0,0.0
2022-11-01 16:18:42,1667290722,29.65333333333333,19.44333333333333,0.0,0.0,0.0,0.0,0.0,20.65333333333333,0.0,0.0
2022-11-01 16:18:45,1667290725,29.65,19.496666666666663,0.0,0.0,0.0,0.0,0.0,20.566666666666663,0.0,0.0
2022-11-01 16:18:48,1667290728,29.843333333333334,19.6,0.0,0.0,0.0,0.0,0.0,20.646666666666665,0.0,0.0
2022-11-01 16:18:51,1667290731,29.796666666666667,19.46666666666667,0.0,0.0,0.0,0.0,0.0,20.476666666666667,0.0,0.0
2022-11-01 16:18:54,1667290734,29.44,19.366666666666667,0.0,0.0,0.0,0.0,0.0,20.426666666666662,0.0,0.0
2022-11-01 16:18:57,1667290737,29.60666666666667,19.43,0.0,0.0,0.0,0.0,0.0,20.50333333333333,0.0,0.0
2022-11-01 16:19:00,1667290740,29.786666666666665,19.58666666666667,0.0,0.0,0.0,0.0,0.0,20.363333333333333,0.0,0.0
2022-11-01 16:19:03,1667290743,29.77333333333333,19.57,0.0,0.0,0.0,0.0,0.0,20.236666666666668,0.0,0.0
2022-11-01 16:19:06,1667290746,29.876666666666665,19.62333333333333,0.0,0.0,0.0,0.0,0.0,20.32333333333333,0.0,0.0
2022-11-01 16:19:09,1667290749,29.80333333333333,19.6,0.0,0.0,0.0,0.0,0.0,20.30666666666667,0.0,0.0
2022-11-01 16:19:12,1667290752,29.636666666666667,19.453333333333333,0.0,0.0,0.0,0.0,0.0,20.37,0.0,0.0
2022-11-01 16:19:15,1667290755,29.540000000000003,19.37333333333333,0.0,0.0,0.0,0.0,0.0,20.276666666666667,0.0,0.0
2022-11-01 16:19:18,1667290758,29.61,19.476666666666663,0.0,0.0,0.0,0.0,0.0,20.156666666666663,0.0,0.0
2022-11-01 16:19:21,1667290761,29.763333333333332,19.763333333333332,0.0,0.0,0.0,0.0,0.0,20.063333333333333,0.0,0.0
2022-11-01 16:19:24,1667290764,29.92333333333333,19.86,0.0,0.0,0.0,0.0,0.0,20.00333333333333,0.0,0.0
2022-11-01 16:19:27,1667290767,29.65333333333333,19.613333333333333,0.0,0.0,0.0,0.0,0.0,19.916666666666668,0.0,0.0
