Timestamp,kettle,vacuum,water_heater,oven,fridge,washing_machine,dryer,aircond
2022-11-07 16:01:27,0.0,0.0,0.0,0.0,116.45,0.0,0.0,0.01
2022-11-07 16:01:28,0.0,0.0,0.0,0.0,116.49,0.0,0.0,0.0
2022-11-07 16:01:29,0.0,0.0,0.0,0.0,117.67,0.0,0.0,0.0
2022-11-07 16:01:30,0.0,0.0,0.0,0.0,117.42,0.0,0.0,0.0
2022-11-07 16:01:31,0.0,0.0,0.0,0.0,116.75,0.0,0.0,0.0
2022-11-07 16:01:32,0.0,0.0,0.0,0.0,116.92,0.0,0.0,0.0
2022-11-07 16:01:33,0.0,0.0,0.0,0.0,117.35,0.0,0.0,0.01
2022-11-07 16:01:34,0.0,0.0,0.0,0.0,116.96,0.0,0.0,0.0
2022-11-07 16:01:35,0.0,0.0,0.0,0.0,117.34,0.0,0.0,0.0
2022-11-07 16:01:36,0.0,0.0,0.0,0.0,117.51,0.0,0.0,0.01
2022-11-07 16:01:37,0.0,0.0,0.0,0.0,117.18,0.0,0.0,0.0
2022-11-07 16:01:38,0.0,0.0,0.0,0.0,117.16,0.0,0.0,0.0
2022-11-07 16:01:39,0.0,0.0,0.0,0.0,117.07,0.0,0.0,0.0
2022-11-07 16:01:40,0.0,0.0,0.0,0.0,116.7,0.0,0.0,0.01
2022-11-07 16:01:41,0.0,0.0,0.0,0.0,117.18,0.0,0.0,0.0
2022-11-07 16:01:42,0.0,0.0,0.0,0.0,116.56,0.0,0.0,0.0
2022-11-07 16:01:43,0.0,0.0,0.0,0.0,116.69,0.0,0.0,0.0
2022-11-07 16:01:44,0.0,0.0,0.0,0.0,117.26,0.0,0.0,0.0
2022-11-07 16:01:45,0.0,0.0,0.0,0.0,117.09,0.0,0.0,8.72
2022-11-07 16:01:46,0.0,0.0,0.0,0.0,117.05,0.0,0.0,2.89
2022-11-07 16:01:47,0.0,0.0,0.0,0.0,116.45,0.0,0.0,154.2
2022-11-07 16:01:48,0.0,0.0,0.0,0.0,116.97,0.0,0.0,22.84
2022-11-07 16:01:49,0.0,0.0,0.0,0.0,116.83,0.0,0.0,13.84
2022-11-07 16:01:50,0.0,0.0,0.0,0.0,116.43,0.0,0.0,11.97
2022-11-07 16:01:51,0.0,0.0,0.0,0.0,117.22,0.0,0.0,12.84
2022-11-07 16:01:52,0.0,0.0,0.0,0.0,117.02,0.0,0.0,12.79
2022-11-07 16:01:53,0.0,0.0,0.0,0.0,117.14,0.0,0.0,12.69
2022-11-07 16:01:54,0.0,0.0,0.0,0.0,116.65,0.0,0.0,12.54
2022-11-07 16:01:55,0.0,0.0,0.0,0.0,117.0,0.0,0.0,11.89
2022-11-07 16:01:56,0.0,0.0,0.0,0.0,116.88,0.0,0.0,12.36
2022-11-07 16:01:57,0.0,0.0,0.0,0.0,117.1,0.0,0.0,12.19
2022-11-07 16:01:58,0.0,0.0,0.0,0.0,116.9,0.0,0.0,11.9
2022-11-07 16:01:59,0.0,0.0,0.0,0.0,116.62,0.0,0.0,12.23
2022-11-07 16:02:00,0.0,0.0,0.0,0.0,116.72,0.0,0.0,11.96
2022-11-07 16:02:01,0.0,0.0,0.0,0.0,116.44,0.0,0.0,11.53
2022-11-07 16:02:02,0.0,0.0,0.0,0.0,117.15,0.0,0.0,11.78
2022-11-07 16:02:03,0.0,0.0,0.0,0.0,117.55,0.0,0.0,11.78
2022-11-07 16:02:04,0.0,0.0,0.0,0.0,117.3,0.0,0.0,10.1
2022-11-07 16:02:05,0.0,0.0,0.0,0.0,117.27,0.0,0.0,10.1
2022-11-07 16:02:06,0.0,0.0,0.0,0.0,117.29,0.0,0.0,9.91
2022-11-07 16:02:07,0.0,0.0,0.0,0.0,116.62,0.0,0.0,9.8
2022-11-07 16:02:08,0.0,0.0,0.0,0.0,116.89,0.0,0.0,9.73
2022-11-07 16:02:09,0.0,0.0,0.0,0.0,116.72,0.0,0.0,10.83
2022-11-07 16:02:10,0.0,0.0,0.0,0.0,117.28,0.0,0.0,11.73
2022-11-07 16:02:11,0.0,0.0,0.0,0.0,116.74,0.0,0.0,12.04
2022-11-07 16:02:12,0.0,0.0,0.0,0.0,117.63,0.0,0.0,12.55
2022-11-07 16:02:13,0.0,0.0,0.0,0.0,116.89,0.0,0.0,16.05
2022-11-07 16:02:14,0.0,0.0,0.0,0.0,116.85,0.0,0.0,23.95
2022-11-07 16:02:15,0.0,0.0,0.0,0.0,117.17,0.0,0.0,28.85
2022-11-07 16:02:16,0.0,0.0,0.0,0.0,116.99,0.0,0.0,27.2
2022-11-07 16:02:17,0.0,0.0,0.0,0.0,117.5,0.0,0.0,26.2
2022-11-07 16:02:18,0.0,0.0,0.0,0.0,117.75,0.0,0.0,26.99
2022-11-07 16:02:19,0.0,0.0,0.0,0.0,117.24,0.0,0.0,38.24
2022-11-07 16:02:20,0.0,0.0,0.0,0.0,116.65,0.0,0.0,40.0
2022-11-07 16:02:21,0.0,0.0,0.0,0.0,116.13,0.0,0.0,37.03
2022-11-07 16:02:22,0.0,0.0,0.0,0.0,116.84,0.0,0.0,89.39
2022-11-07 16:02:23,0.0,0.0,0.0,0.0,116.74,0.0,0.0,86.41
2022-11-07 16:02:24,0.0,0.0,0.0,0.0,117.02,0.0,0.0,84.03
2022-11-07 16:02:25,0.0,0.0,0.0,0.0,116.72,0.0,0.0,93.39
2022-11-07 16:02:26,0.0,0.0,0.0,0.0,115.79,0.0,0.0,102.84
2022-11-07 16:02:27,0.0,0.0,0.0,0.0,116.1,0.0,0.0,115.91
2022-11-07 16:02:28,0.0,0.0,0.0,0.0,116.17,0.0,0.0,129.76
2022-11-07 16:02:29,0.0,0.0,0.0,0.0,116.44,0.0,0.0,140.75
2022-11-07 16:02:30,0.0,0.0,0.0,0.0,116.08,0.0,0.0,149.01
2022-11-07 16:02:31,0.0,0.0,0.0,0.0,115.92,0.0,0.0,156.64
2022-11-07 16:02:32,0.0,0.0,0.0,0.0,116.02,0.0,0.0,164.96
2022-11-07 16:02:33,0.0,0.0,0.0,0.0,115.69,0.0,0.0,173.16
2022-11-07 16:02:34,0.0,0.0,0.0,0.0,115.92,0.0,0.0,179.51
2022-11-07 16:02:35,0.0,0.0,0.0,0.0,115.99,0.0,0.0,186.62
2022-11-07 16:02:36,0.0,0.0,0.0,0.0,116.46,0.0,0.0,197.41
2022-11-07 16:02:37,0.0,0.0,0.0,0.0,115.95,0.0,0.0,211.63
2022-11-07 16:02:38,0.0,0.0,0.0,0.0,116.12,0.0,0.0,227.15
2022-11-07 16:02:39,0.0,0.0,0.0,0.0,116.09,0.0,0.0,230.85
2022-11-07 16:02:40,0.0,0.0,0.0,0.0,115.69,0.0,0.0,220.53
2022-11-07 16:02:41,0.0,0.0,0.0,0.0,115.31,0.0,0.0,231.74
2022-11-07 16:02:42,0.0,0.0,0.0,0.0,115.99,0.0,0.0,240.37
2022-11-07 16:02:43,0.0,0.0,0.0,0.0,116.3,0.0,0.0,250.07
2022-11-07 16:02:44,0.0,0.0,0.0,0.0,116.18,0.0,0.0,260.94
2022-11-07 16:02:45,0.0,0.0,0.0,0.0,115.78,0.0,0.0,272.17
2022-11-07 16:02:46,0.0,0.0,0.0,0.0,116.08,0.0,0.0,284.2
2022-11-07 16:02:47,0.0,0.0,0.0,0.0,116.08,0.0,0.0,294.39
2022-11-07 16:02:48,0.0,0.0,0.0,0.0,116.23,0.0,0.0,306.82
2022-11-07 16:02:49,0.0,0.0,0.0,0.0,115.64,0.0,0.0,318.31
2022-11-07 16:02:50,0.0,0.0,0.0,0.0,115.55,0.0,0.0,326.41
2022-11-07 16:02:51,0.0,0.0,0.0,0.0,114.97,0.0,0.0,337.56
2022-11-07 16:02:52,0.0,0.0,0.0,0.0,116.16,0.0,0.0,344.15
2022-11-07 16:02:53,0.0,0.0,0.0,0.0,116.19,0.0,0.0,354.11
2022-11-07 16:02:54,0.0,0.0,0.0,0.0,115.91,0.0,0.0,361.75
2022-11-07 16:02:55,0.0,0.0,0.0,0.0,115.76,0.0,0.0,369.15
2022-11-07 16:02:56,0.0,0.0,0.0,0.0,116.35,0.0,0.0,376.23
2022-11-07 16:02:57,0.0,0.0,0.0,0.0,116.34,0.0,0.0,384.02
2022-11-07 16:02:58,0.0,0.0,0.0,0.0,116.28,0.0,0.0,390.54
2022-11-07 16:02:59,0.0,0.0,0.0,0.0,116.2,0.0,0.0,396.77
2022-11-07 16:03:00,0.0,0.0,0.0,0.0,115.36,0.0,0.0,402.76
2022-11-07 16:03:01,0.0,0.0,0.0,0.0,116.56,0.0,0.0,410.1
2022-11-07 16:03:02,0.0,0.0,0.0,0.0,116.4,0.0,0.0,415.98
2022-11-07 16:03:03,0.0,0.0,0.0,0.0,116.18,0.0,0.0,421.03
2022-11-07 16:03:04,0.0,0.0,0.0,0.0,117.19,0.0,0.0,426.12
2022-11-07 16:03:05,0.0,0.0,0.0,0.0,116.82,0.0,0.0,429.54
2022-11-07 16:03:06,0.0,0.0,0.0,0.0,116.65,0.0,0.0,434.0
2022-11-07 16:03:07,0.0,0.0,0.0,0.0,116.51,0.0,0.0,437.45
2022-11-07 16:03:08,0.0,0.0,0.0,0.0,116.38,0.0,0.0,438.73
2022-11-07 16:03:09,0.0,0.0,0.0,0.0,115.66,0.0,0.0,441.83
2022-11-07 16:03:10,0.0,0.0,0.0,0.0,115.67,0.0,0.0,445.67
2022-11-07 16:03:11,0.0,0.0,0.0,0.0,115.88,0.0,0.0,446.18
2022-11-07 16:03:12,0.0,0.0,0.0,0.0,116.12,0.0,0.0,448.23
2022-11-07 16:03:13,0.0,0.0,0.0,0.0,116.13,0.0,0.0,455.44
2022-11-07 16:03:14,0.0,0.0,0.0,0.0,116.06,0.0,0.0,460.92
2022-11-07 16:03:15,0.0,0.0,0.0,0.0,116.45,0.0,0.0,470.99
2022-11-07 16:03:16,0.0,0.0,0.0,0.0,116.56,0.0,0.0,476.24
2022-11-07 16:03:17,0.0,0.0,0.0,0.0,115.74,0.0,0.0,483.56
2022-11-07 16:03:18,0.0,0.0,0.0,0.0,115.79,0.0,0.0,492.7
2022-11-07 16:03:19,0.0,0.0,0.0,0.0,115.67,0.0,0.0,500.7
2022-11-07 16:03:20,0.0,0.0,0.0,0.0,116.44,0.0,0.0,509.35
2022-11-07 16:03:21,0.0,0.0,0.0,0.0,116.34,0.0,0.0,518.11
2022-11-07 16:03:22,0.0,0.0,0.0,0.0,116.36,0.0,0.0,526.14
2022-11-07 16:03:23,0.0,0.0,0.0,0.0,116.42,0.0,0.0,528.5
2022-11-07 16:03:24,0.0,0.0,0.0,0.0,116.52,0.0,0.0,533.63
2022-11-07 16:03:25,0.0,0.0,0.0,0.0,116.53,0.0,0.0,538.32
2022-11-07 16:03:26,0.0,0.0,0.0,0.0,116.22,0.0,0.0,542.54
2022-11-07 16:03:27,0.0,0.0,0.0,0.0,115.61,0.0,0.0,547.45
2022-11-07 16:03:28,0.0,0.0,0.0,0.0,115.77,0.0,0.0,554.21
2022-11-07 16:03:29,0.0,0.0,0.0,0.0,116.72,0.0,0.0,561.91
2022-11-07 16:03:30,0.0,0.0,0.0,0.0,116.12,0.0,0.0,568.28
2022-11-07 16:03:31,0.0,0.0,0.0,0.0,115.97,0.0,0.0,572.25
2022-11-07 16:03:32,0.0,0.0,0.0,0.0,115.77,0.0,0.0,577.29
2022-11-07 16:03:33,0.0,0.0,0.0,0.0,116.28,0.0,0.0,585.47
2022-11-07 16:03:34,0.0,0.0,0.0,0.0,115.97,0.0,0.0,595.54
2022-11-07 16:03:35,0.0,0.0,0.0,0.0,115.74,0.0,0.0,605.8
