Timestamp,UNIX,Active (W),Apparent (VA),fridge,aircond,washing_machine,dryer,kettle,vacuum,water_heater,oven
2022-11-01 16:17:36,1667290656,11.354,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:17:42,1667290662,12.093333333333334,18.05666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:17:48,1667290668,21.38,31.645,0.0,0.0,17.638333333333332,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:17:54,1667290674,33.291666666666664,46.79,0.0,0.0,32.50666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:00,1667290680,31.17,44.56833333333333,0.0,0.0,30.85,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:06,1667290686,20.285,30.555,0.0,0.0,20.395,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:12,1667290692,20.101666666666667,30.335,0.0,0.0,20.381666666666664,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:18,1667290698,19.47833333333333,29.71666666666667,0.0,0.0,20.816666666666663,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:24,1667290704,19.43,29.746666666666663,0.0,0.0,20.616666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:30,1667290710,19.540000000000003,29.811666666666667,0.0,0.0,20.451666666666668,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:36,1667290716,19.495,29.741666666666664,0.0,0.0,20.67,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:42,1667290722,19.47,29.651666666666667,0.0,0.0,20.61,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:48,1667290728,19.53333333333333,29.82,0.0,0.0,20.561666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:18:54,1667290734,19.398333333333333,29.523333333333337,0.0,0.0,20.465,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:00,1667290740,19.578333333333333,29.78,0.0,0.0,20.3,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:06,1667290746,19.611666666666668,29.840000000000003,0.0,0.0,20.315,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:12,1667290752,19.41333333333333,29.58833333333333,0.0,0.0,20.32333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:18,1667290758,19.62,29.686666666666667,0.0,0.0,20.11,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:24,1667290764,19.736666666666668,29.78833333333333,0.0,0.0,19.96,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:30,1667290770,19.705,29.80666666666667,0.0,0.0,20.066666666666663,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:36,1667290776,19.356666666666666,29.438333333333333,0.0,0.0,20.05,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:42,1667290782,19.665,29.65833333333333,0.0,0.0,19.94666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:48,1667290788,19.52,29.441666666666663,0.0,0.0,19.795,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:19:54,1667290794,19.625,29.636666666666667,0.0,0.0,19.81,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:00,1667290800,19.285,29.301666666666662,0.0,0.0,20.22,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:06,1667290806,19.345,29.346666666666664,0.0,0.0,20.175,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:12,1667290812,19.540000000000003,29.441666666666663,0.0,0.0,19.936666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:18,1667290818,19.555,29.471666666666664,0.0,0.0,19.825,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:24,1667290824,19.621666666666663,29.536666666666665,0.0,0.0,19.82166666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:30,1667290830,19.28333333333333,29.12,0.0,0.0,20.081666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:36,1667290836,19.161666666666665,29.12,0.0,0.0,20.098333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:42,1667290842,19.265,29.121666666666663,0.0,0.0,19.981666666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:48,1667290848,19.31833333333333,29.043333333333333,0.0,0.0,19.735,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:20:54,1667290854,19.315,28.885,0.0,0.0,19.715,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:00,1667290860,19.430000000000003,29.05666666666667,0.0,0.0,19.68,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:06,1667290866,19.438333333333333,29.151666666666667,0.0,0.0,19.705,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:12,1667290872,19.546666666666667,29.17,0.0,0.0,19.67,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:18,1667290878,19.23333333333333,28.848333333333333,0.0,0.0,19.975,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:24,1667290884,19.131666666666664,28.875,0.0,0.0,20.113333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:30,1667290890,19.23333333333333,28.88,0.0,0.0,20.07166666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:36,1667290896,19.636666666666667,29.365,0.0,0.0,19.886666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:42,1667290902,19.383333333333333,28.94333333333333,0.0,0.0,19.566666666666663,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:48,1667290908,19.67333333333333,29.395,0.0,0.0,19.81833333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:21:54,1667290914,19.265,28.993333333333336,0.0,0.0,19.488333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:00,1667290920,19.35833333333333,29.075,0.0,0.0,19.495,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:06,1667290926,19.48333333333333,29.055000000000003,0.0,0.0,19.601666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:12,1667290932,19.433333333333334,28.97833333333333,0.0,0.0,19.718333333333334,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:18,1667290938,36.095,50.42166666666666,0.0,0.0,36.02333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:24,1667290944,51.78833333333333,71.205,0.0,0.0,50.95333333333334,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:30,1667290950,69.24833333333333,93.655,0.0,0.0,69.13666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:36,1667290956,55.278333333333336,75.69333333333333,0.0,0.0,54.8,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:42,1667290962,62.51166666666666,84.95,0.0,0.0,62.21,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:48,1667290968,59.248333333333335,80.41,0.0,0.0,58.60333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:22:54,1667290974,56.86166666666667,77.41833333333334,0.0,0.0,56.27333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:00,1667290980,37.91666666666666,53.248333333333335,0.0,0.0,36.83166666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:06,1667290986,31.096666666666664,44.580000000000005,0.0,0.0,29.695,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:12,1667290992,64.385,87.015,0.0,0.0,64.005,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:18,1667290998,66.63666666666667,89.58333333333333,0.0,0.0,66.42833333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:24,1667291004,68.48333333333333,92.34666666666668,0.0,0.0,68.12,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:30,1667291010,70.51,95.10333333333334,0.0,0.0,70.20833333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:36,1667291016,67.37666666666667,90.93666666666668,0.0,0.0,67.07166666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:42,1667291022,69.24166666666666,93.12333333333332,0.0,0.0,68.92166666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:48,1667291028,64.41833333333334,86.88666666666666,0.0,0.0,64.21166666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:23:54,1667291034,64.94666666666667,87.73666666666668,0.0,0.0,64.705,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:00,1667291040,65.91,88.97500000000001,0.0,0.0,65.63,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:06,1667291046,65.43833333333333,88.22333333333334,0.0,0.0,65.11666666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:12,1667291052,66.07166666666667,88.89833333333333,0.0,0.0,65.72166666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:18,1667291058,68.755,92.63,0.0,0.0,68.425,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:24,1667291064,68.57,92.28333333333336,0.0,0.0,68.30833333333334,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:30,1667291070,68.78833333333334,92.65,0.0,0.0,68.675,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:36,1667291076,67.05333333333333,90.52333333333333,0.0,0.0,66.73166666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:42,1667291082,68.68166666666666,92.69,0.0,0.0,68.255,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:48,1667291088,66.99666666666667,90.47333333333334,0.0,0.0,66.50666666666667,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:24:54,1667291094,66.12833333333333,89.28333333333335,0.0,0.0,65.73833333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:00,1667291100,67.94666666666667,91.965,0.0,0.0,67.52499999999999,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:06,1667291106,55.66333333333333,76.21833333333333,0.0,0.0,55.23333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:12,1667291112,19.406666666666663,29.11,0.0,0.0,19.648333333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:18,1667291118,55.64333333333334,76.045,0.0,0.0,54.81666666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:24,1667291124,72.46666666666667,97.7,0.0,0.0,71.19166666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:30,1667291130,78.97166666666666,103.895,0.0,0.0,71.515,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:36,1667291136,74.54666666666667,97.74666666666668,0.0,0.0,68.00833333333334,0.0,0.0033333333333333,0.0,0.0,0.0
2022-11-01 16:25:42,1667291142,68.53,92.24666666666668,0.0,0.0,68.11166666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:48,1667291148,67.03,90.43166666666669,0.0,0.0,66.50833333333334,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:25:54,1667291154,68.20833333333333,91.87666666666668,0.0,0.0,67.72500000000001,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:26:00,1667291160,67.44500000000001,90.96,0.0,0.0,66.98666666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:26:06,1667291166,68.72500000000001,92.71833333333332,0.0,0.0,68.32333333333334,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:26:12,1667291172,67.24666666666667,90.30666666666669,0.0,0.0,67.14666666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:26:18,1667291178,70.23833333333333,94.50166666666668,0.0,0.0,69.99833333333333,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:26:24,1667291184,69.04,93.11833333333334,0.0,0.0,68.91333333333334,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:26:30,1667291190,69.74666666666667,94.115,0.0,0.0,69.61666666666666,0.0,0.0,0.0,0.0,0.0
2022-11-01 16:26:36,1667291196,67.58999999999999,91.02166666666666,0.0,0.0,67.18333333333334,0.0,0.0,0.0,0.0,0.0
